Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Width (mm),Thickness (mm),Weight (gr),Waterproof,Frame material,Fingerprint scanner,L3 cache (mb),Lithography process (nm),RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Always-On Display,DC Dimming,DCI-P3,Speakers,Launch price category
2,1222503,337418,454628,204435,226021,0,6.700015611309859,1080,2400,393,143,0,600,1,75.94929749105633,8.789932350990608,196.00416301596252,1,1,1,6,4,8,4,3,128,6,0,68,1,1,50,0,1,2,2,2.2001561130985947,2.800176928178407,0.6000520376995315,59.98542944413116,0,1,0,0,1,2,905,3,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
5,1115165,277735,451763,169462,216205,1,6.664743114366583,1313,2907,478,120,1,598,1,74.56988082703492,8.24743114366583,198.56087129016208,2,2,1,6,4,8,4,4,128,6,0,67,1,1,48,0,1,2,3,2.2,2.9162844281670846,0.948078919660351,24.243485160648284,0,1,0,0,1,2,943,2,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
3,1522177,375132,601690,293707,251647,2,6.648665311928938,1080,2381,393,151,1,591,1,74.67051876794767,8.28826655442355,197.78087496736788,8,2,1,8,4,10,5,4,256,7,0,100,1,1,50,0,2,2,2,2.2,2.934103753589533,0.7654384416605948,45.370499608414605,1,1,0,0,1,2,526,4,2,1,1,1,0,20,1,1,0,0,0,0,1,0,1,0,1,1.0,3.0
6,1217908,328100,438783,208538,242485,1,6.18232792657147,1080,2490,439,120,0,671,1,68.44897150765789,8.101206488114235,175.78708462228767,8,2,1,6,4,8,4,4,128,6,0,32,1,1,18,0,0,2,2,2.032931170628588,2.9559829900686,1.2450603244057117,11.670688293714116,1,1,0,0,1,2,751,4,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1,0,1,1.0,3.0
7,2080500,456294,887233,398364,330810,0,6.584317556137686,1328,2953,490,132,1,3000,1,73.58294873556423,8.402953979362668,199.4090730325053,8,2,1,12,4,12,5,4,256,7,0,106,1,1,50,0,1,2,2,2.267044709687721,3.053408941937544,0.8602268258126325,23.45456928999293,0,1,0,0,1,2,295,2,1,1,1,1,1,20,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
9,1519941,375045,604986,298548,241360,2,6.283622478519237,1080,2400,420,154,0,809,1,70.96049683101799,9.007287723199223,185.09040922669254,8,2,1,8,4,9,5,4,190,7,0,76,1,1,50,0,1,2,2,2.354551008592305,3.006068011456407,0.6563653025776914,45.575239198051534,0,1,0,0,0,2,462,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
8,1194223,318205,437144,208583,230289,4,6.3847052230231895,1080,2358,408,120,0,786,1,73.43175745325507,8.061345950664593,187.00333685514704,8,2,1,6,4,8,4,4,128,6,0,40,0,1,50,0,1,2,2,2.292269190132919,3.144655170195984,1.22,10.615127934219458,0,1,0,0,0,2,857,4,1,1,1,1,0,20,1,1,0,1,1,0,0,0,1,0,1,1.0,3.0
5,1222079,323115,441953,211080,245929,0,6.506387762947227,1343,2984,500,120,0,924,1,72.84881983030961,8.77854142687135,194.57056831705174,2,2,1,6,4,8,4,2,128,6,0,95,0,1,50,0,1,2,2,2.5,3.0834234099023106,0.8400944135752311,26.61175332402957,0,1,0,0,0,2,929,2,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
7,862948,233856,277112,175064,176914,3,6.492767698454155,1080,2366,401,125,0,800,1,75.11031380561944,8.388251044495549,192.135782379362,6,2,1,4,5,6,4,4,128,6,0,34,0,1,24,0,0,2,2,2.273237656674332,3.0475981580321956,0.8781201671192878,30.046995822017806,0,1,0,0,1,2,1038,3,1,1,1,0,0,19,1,1,0,1,1,0,0,0,1,0,1,1.0,3.0
4,998291,278473,296229,202719,220868,1,6.623976643431054,1199,2629,436,120,1,630,1,74.67537389335264,7.766341791565414,186.96101498784967,1,2,1,7,4,8,4,4,234,6,0,59,0,1,53,0,0,2,2,2.033658208434586,2.6245353712079686,1.010441387456076,11.663417915654138,0,1,0,0,1,2,601,4,2,1,1,0,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
4,1590834,390839,610813,312764,276416,4,6.724064064153038,1130,2685,432,120,1,521,1,72.95006825395075,7.3156520171888335,193.5629265871921,1,2,1,8,4,9,4,4,312,7,0,33,1,1,20,0,0,2,2,2.156247156085386,2.890617890213465,1.1062426058220034,10.43752843914614,0,1,0,0,1,2,420,4,2,1,1,0,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
5,459320,135967,131459,82281,109610,2,6.332569399394798,1530,3348,580,60,0,595,1,73.00458360363122,8.367430600605202,185.02291801815608,6,2,2,0,8,6,3,2,92,3,1,16,0,0,12,1,0,1,3,1.8325693993947976,3.7767591991930636,1.175810200201734,8.0,0,0,0,0,1,2,2191,2,1,1,1,0,0,18,1,1,1,0,0,0,0,1,1,0,0,1.0,3.0
3,900799,251471,294980,165287,189059,3,6.521150851317413,1225,2654,447,120,0,678,1,75.06537063948126,8.303836171058041,190.32659364491533,8,2,1,4,5,8,4,4,128,6,0,27,1,1,27,1,0,2,2,2.119232765788392,2.8046137873692865,0.9696111918443772,23.55982402488695,0,1,0,0,1,2,1001,4,1,1,1,0,0,19,1,1,1,0,0,0,0,1,1,0,1,1.0,3.0
4,763343,217380,240098,147865,157999,2,6.698053232586731,1080,2396,392,61,0,612,1,75.17404310115641,8.345424572976288,193.0382759537437,7,2,1,2,7,8,4,2,256,5,0,25,1,1,18,0,1,2,3,2.2,3.187021550578204,1.1992344809251259,10.648922471089815,0,1,0,0,0,2,1485,3,1,1,1,1,0,20,1,1,1,1,1,0,0,0,1,0,1,1.0,3.0
7,323138,94123,76762,76494,75757,2,5.652349248360607,1348,2478,502,60,0,556,0,72.70156616557374,7.725391541393434,162.84005452048993,7,2,2,0,12,4,2,2,56,2,0,16,0,0,19,0,0,1,2,1.7761746241803034,3.7699099618853515,1.2282772178688883,9.82439286475255,0,0,0,0,0,2,2902,2,1,0,1,0,0,11,1,1,0,0,0,0,0,1,1,0,0,0.2539154139343447,3.0
8,928663,250140,305159,169225,204137,1,6.58703140942579,1080,2400,400,120,1,697,1,73.3406281885158,8.477811543445258,196.9875042513544,8,2,1,3,5,8,4,3,128,6,0,66,1,1,40,0,0,2,2,2.3506247874322796,2.863438031419301,0.9036879463922125,26.568726617550773,1,1,0,0,1,2,1002,2,1,1,1,1,0,20,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
8,2117006,464612,880434,406250,365709,0,6.813926085456796,1341,2959,476,120,0,3619,1,76.26073914543204,9.317782563703872,223.42956581728168,5,2,1,12,4,13,5,4,256,7,0,119,0,0,50,0,0,2,2,2.2785217091359153,2.8371826326912677,0.8971826326912677,27.140868365436614,0,1,0,0,1,2,252,3,2,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
5,1301501,330076,527792,197859,245772,1,6.264005763743068,1080,2485,433,126,0,706,1,69.58251175541557,8.539576823884133,186.7475352662467,6,2,1,7,4,8,4,4,128,6,0,57,1,1,91,0,0,2,2,2.057545882015112,2.8925951766901776,1.0444850598539097,25.81101168362678,0,1,0,0,1,2,461,4,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
4,984305,268672,290505,205088,220039,0,6.703344352608388,1202,2645,433,120,1,585,1,75.07054790313514,7.93327823695806,191.740434649767,1,2,1,7,4,8,4,4,237,6,0,68,0,1,53,0,0,2,2,2.0592347719813597,2.535540863188816,0.9431542190384785,14.961738599067997,0,1,0,0,1,2,594,3,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
5,1808213,439220,699443,366077,303471,5,6.698870242524471,1439,3118,512,120,1,2600,1,75.8880245707594,7.699774048504894,195.9344740664193,8,2,1,8,4,11,5,4,255,7,0,44,1,1,50,1,2,2,2,2.2,3.2,1.12,12.0,1,1,0,0,1,2,234,4,2,1,1,1,1,20,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
5,671704,196194,192184,134396,148929,0,6.678623214575392,1440,3133,515,103,0,1273,1,74.31996569571741,8.313253290007301,192.59725565739316,8,2,1,2,7,8,3,2,128,4,0,25,1,1,38,0,0,2,2,2.339931391434829,2.950619784147133,1.0586918231405626,14.39931391434829,0,0,0,0,1,2,1709,2,1,1,1,1,0,20,1,1,1,1,1,0,0,0,1,0,1,1.0,3.0
5,787582,226489,239191,147137,174763,4,6.697661495583265,1083,2641,426,120,0,842,1,72.21403102650041,6.937416070667756,183.28062053000815,0,2,1,4,5,8,4,2,128,6,0,25,1,1,12,0,0,2,2,2.4,3.1967260938165714,1.2176614955832652,10.070155132502041,0,0,0,0,1,2,1117,4,2,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1,1.0,3.0
4,1974596,430510,818857,394444,323904,0,6.630922973873614,1341,2963,489,120,1,2175,1,74.0325408427316,8.75951483734768,208.90200064040775,6,2,1,12,4,10,5,4,256,7,0,95,1,1,50,0,1,2,2,2.2355851946727077,2.8468696234627404,0.7588962986681769,32.0,1,1,0,0,1,2,240,4,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
5,1118963,319699,406384,167380,225499,5,6.116525366450274,1080,2340,423,120,1,780,1,70.77186381108285,7.6,167.92542052121536,8,2,1,6,4,8,4,4,128,6,0,25,1,1,50,1,1,2,2,2.2,3.24,1.22,10.0,1,1,0,0,1,2,932,4,2,1,1,1,0,20,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
5,1618514,407348,597431,320231,293503,0,6.813450712480266,1356,2958,477,120,1,1255,1,76.52746437598667,8.903521374408005,217.34507124802667,8,2,1,8,4,14,5,4,423,7,0,77,1,1,50,0,0,2,2,2.138028499210673,2.582817099526404,0.7345071248026683,18.90142496053366,0,1,0,0,1,2,540,4,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
3,1497352,359092,582679,297898,257681,1,6.67,1080,2400,394,165,0,792,1,74.0,8.59,200.46259462119454,8,2,1,8,4,10,5,4,349,7,0,104,1,1,50,0,2,2,2,2.2,2.8,0.61,60.0,1,1,0,0,1,2,498,4,2,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
4,571643,182081,155399,94358,139803,3,5.827717819378093,1080,2299,436,80,0,465,1,69.6301658259576,8.008423270932859,162.9578836453357,6,2,0,1,7,6,3,2,84,4,0,19,0,0,20,1,0,1,2,2.0,2.997404580950882,1.085896289653002,15.663069162685595,0,0,0,0,1,2,1814,2,1,1,1,1,0,18,1,1,1,1,1,0,0,0,1,0,1,0.6807054515547668,3.0
5,1519999,379094,617323,246795,276786,5,6.334532708341431,1080,2340,409,120,1,800,1,73.38604670841919,7.6,180.6647662504373,8,2,1,8,4,8,5,4,188,7,0,34,1,1,50,0,2,2,3,2.2,3.24,1.12,12.0,1,1,0,0,1,2,568,4,2,1,1,1,0,20,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
9,342851,94548,87786,79028,81487,1,5.831330101256145,1241,2383,464,60,0,494,0,72.82088673417076,7.755221683542691,169.7009872148189,7,2,2,0,11,5,2,2,85,2,0,18,0,0,27,0,0,1,2,1.8656650506280725,3.382118113945019,1.0970245924121604,15.492119873111259,0,0,0,0,0,2,2675,2,1,0,1,0,0,13,1,1,0,0,0,0,0,1,1,0,0,0.5522168354269084,3.0
4,1224434,325953,443486,209473,245521,0,6.448322646114937,1279,2895,488,120,0,826,1,71.2019874769421,8.45433082097281,189.6925788502825,3,2,1,6,4,8,4,2,128,6,0,79,1,1,33,0,0,2,2,2.276446544535664,3.032694341377119,0.9459088010107697,23.05786178142656,0,1,0,0,1,2,872,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1,0,1,1.0,3.0
7,1969117,446709,817082,374650,330675,2,6.567471968805224,1293,2830,471,120,1,3726,1,73.91910165372461,8.726123775370848,199.00562308948724,8,2,1,12,4,10,5,4,203,7,0,69,1,1,50,0,0,2,2,2.318539344775879,2.927359507015479,0.9303370483585941,23.85393447758787,0,1,0,0,1,2,234,4,2,1,1,1,1,20,1,1,0,0,0,0,1,0,1,0,1,1.0,3.0
1,429332,124382,123915,88379,92654,1,6.291914667366728,1440,2960,522,60,0,418,0,76.46552535363513,7.948511995799629,184.40426663166357,0,2,3,1,10,4,3,2,64,3,0,17,1,0,12,0,0,2,3,1.7919146673667286,3.232341330533086,1.385446401260111,8.0,0,0,0,0,0,2,2140,2,1,1,1,0,0,16,1,1,1,0,0,0,0,1,1,0,0,1.0,3.0
10,2181317,489099,906151,414925,371140,0,6.787393089121228,1320,2933,473,120,0,2482,1,75.89572356484912,9.089103663181579,229.0,5,2,1,12,4,13,5,4,256,7,0,111,0,0,50,0,2,2,2,2.315172771969298,2.8708963368184213,0.8552548715457899,37.43174849391225,0,1,0,0,1,2,180,3,2,1,0,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
4,448009,137619,111054,91583,107752,2,6.224215993827743,1440,2960,528,60,0,575,0,74.50226382100453,8.354704037033544,187.78920030861286,6,2,3,0,10,5,3,2,64,3,0,15,1,0,12,0,0,2,3,1.7242159938277426,3.50313602468903,1.2635887888899366,8.0,0,0,0,0,0,2,2306,2,1,1,1,0,0,17,1,1,1,0,0,0,0,1,1,0,0,1.0,3.0
5,1767880,440154,688221,340176,299328,5,6.2,1080,2340,416,120,1,2600,1,70.6,7.6,167.0,8,2,1,8,4,8,5,4,128,7,0,25,1,1,50,0,2,2,2,2.2,3.2,1.12,12.0,1,1,0,0,1,2,234,4,2,1,1,1,1,20,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
3,352918,107249,85341,82554,77773,2,5.5,1270,2371,489,60,0,520,0,70.53067720843742,7.794060126889208,152.76729428998564,8,2,2,0,12,4,2,2,47,2,0,16,1,0,12,0,0,1,2,1.7470300634446039,3.6767294289985655,1.3682180380667623,6.410901903338115,0,0,0,0,0,2,2637,2,1,0,1,0,0,12,1,1,1,0,0,0,0,1,1,0,0,0.4703006344460384,3.0
8,776663,198943,271590,131871,174257,0,6.552486528865773,1080,2403,402,90,0,505,1,72.49502694226845,7.981765454984327,183.98342314089484,0,2,1,4,6,11,3,3,253,6,0,64,0,1,49,0,0,2,2,2.4,2.8066307436420628,0.806962280824166,31.635309099686545,0,1,0,0,1,2,1267,2,1,1,1,1,0,20,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
5,1564951,388197,610856,293772,272124,5,6.660117555755544,1080,2520,412,120,1,619,1,73.61494510251158,7.179177109711187,190.19059553955643,3,2,1,8,4,8,4,4,256,7,0,32,1,1,27,0,0,2,2,2.2,3.0957178661866926,1.1801175557555448,10.797648884889107,1,1,0,0,1,2,459,4,2,1,1,0,0,20,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
4,1014594,302805,327960,169190,214637,4,6.215647919871788,1106,2403,427,120,1,746,1,71.49948382122501,7.636713625356123,171.4056350427348,6,2,1,4,4,8,4,4,151,6,0,32,0,1,50,0,0,2,2,2.163286374643877,3.1041595861823446,1.1737479047286739,10.367136253561233,0,1,0,0,1,2,837,4,2,1,1,0,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
8,2258935,508334,906206,446611,397783,0,6.795966902499691,1181,2625,423,124,0,1882,1,76.19834512498456,8.835470439995056,224.16028299962923,1,2,1,12,4,16,5,4,256,7,0,155,0,0,50,0,2,2,2,2.1008274375077245,3.068066195000618,1.0958014149981463,16.0,0,1,0,0,1,2,295,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
4,1122116,328754,400024,168985,224350,4,6.190430526379258,1119,2438,434,120,1,1024,1,71.48923350939603,7.780861052758516,173.93300702240975,8,2,1,5,4,8,4,4,128,6,0,25,1,1,50,0,0,2,2,2.2,3.2188995438448402,1.22,10.075358771982716,1,1,0,0,0,2,841,4,2,1,1,1,0,20,1,1,1,0,0,0,0,0,1,0,1,1.0,3.0
3,441122,132738,115797,90401,102184,2,6.249180122325928,1440,2960,526,60,0,517,0,75.22622354745192,8.204919266044431,186.5409938837036,4,2,3,0,10,5,3,2,64,3,0,16,1,0,12,0,0,2,3,1.7491801223259282,3.4032795106962874,1.3085242201866705,8.0,0,0,0,0,0,2,2245,2,1,1,1,0,0,17,1,1,1,0,0,0,0,1,1,0,0,1.0,3.0
9,2064309,451475,881252,385628,345952,0,6.807832512271635,1440,3177,512,120,1,4043,1,76.01748768407452,9.408743842037264,223.43349754567294,8,2,1,12,4,12,5,4,256,7,0,93,1,1,50,0,0,2,2,2.4304187193209117,2.7460837438641823,0.7695812806790883,37.475369477764126,0,1,0,0,1,2,197,4,2,1,0,0,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
10,1605510,386222,599413,330656,289218,0,6.784249235855588,1421,3150,508,120,1,771,1,75.4982976732608,9.572522924332347,220.43343521925487,8,2,1,8,4,12,5,4,292,7,0,78,1,1,50,0,0,2,2,2.42917940240686,2.757507641444116,0.785835880481372,29.167176096274396,0,1,0,0,1,2,617,4,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
5,1279387,327737,526549,185493,239606,0,6.305354110277188,1197,2741,472,120,0,831,1,70.25563562399704,8.749941096392867,196.01623292368106,8,2,1,7,4,8,4,4,169,6,0,42,1,1,48,0,0,2,2,2.1629794526009425,3.018008904404509,1.0505013692950198,18.519178104037696,0,1,0,0,1,2,495,3,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
12,1219823,327069,439233,207552,245967,2,6.082800069479405,1159,2576,461,120,0,844,1,69.60204394439704,9.091190358097379,181.3334986636707,8,2,1,6,4,8,4,4,156,6,0,38,0,1,50,0,1,2,2,2.5,2.989465082842698,1.105474655265915,16.404820951310967,0,1,0,0,0,2,758,3,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
7,377750,100640,109814,83744,83550,2,6.242229906487603,1336,2752,489,60,0,471,1,74.28006915838843,8.368919625950413,190.66724298657027,7,2,2,0,10,6,3,2,82,3,0,17,0,0,20,1,0,1,2,1.7866551402685946,3.368919625950414,1.1275678503801656,12.621607480991715,0,0,0,0,1,2,2485,2,1,1,1,0,0,16,1,1,0,0,0,0,0,1,1,0,0,0.2888504675619822,3.0
4,758437,217682,233879,146996,159879,2,6.694285031384192,1080,2388,391,65,0,638,1,75.12380041845589,8.4333492677022,195.04798326176456,6,2,1,2,7,8,4,2,256,5,0,25,1,1,30,0,1,2,3,2.2,3.161900209227943,1.159040334764709,11.904989538602846,0,1,0,0,0,2,1493,3,1,1,1,1,0,20,1,1,1,1,1,0,0,0,1,0,1,1.0,3.0
5,1084404,274371,439351,157236,213443,1,6.665133401270827,1314,2910,478,120,1,597,1,74.56246537585429,8.25133401270827,198.5823370698955,2,2,1,5,4,8,4,4,128,6,0,67,1,1,48,0,1,2,3,2.2,2.914332993645865,0.9464397146625263,24.329348279581954,0,1,0,0,1,2,943,2,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
1,927766,257995,311288,143934,214548,1,6.65191172445429,1405,3050,503,120,1,528,1,75.44797020987033,8.80382344890858,206.05676140525176,8,2,1,3,5,11,4,3,128,6,0,29,1,1,46,0,0,2,2,2.019235310218284,2.932700027371083,1.22,10.994205793799436,1,1,0,0,1,2,1079,4,1,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1,1.0,3.0
4,1177935,310779,442347,204250,220557,4,6.582156979346881,1080,2344,394,120,1,894,1,75.57398840506049,7.653529061959356,195.17843020653117,8,2,1,5,4,8,4,4,128,6,0,43,1,1,50,0,0,2,2,2.2,3.231673257028545,1.22,10.029738367755199,1,1,0,0,0,2,852,4,2,1,1,1,0,20,1,1,1,0,0,0,1,0,1,0,1,1.0,3.0
8,1491215,360840,542777,293436,294160,0,6.736267077680373,1188,2640,429,137,0,818,1,74.3192868288236,9.041820984184358,210.13877155011286,8,2,1,8,4,8,4,4,357,7,0,99,1,1,50,0,1,2,2,2.3807283936737433,2.8,0.7244613159933708,43.132016590450625,0,1,0,0,1,2,569,4,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
7,734333,209814,215938,145170,163410,0,6.633757405463077,1156,2526,419,105,0,670,1,73.76449729894503,8.74112432473626,201.26923244314276,4,2,1,4,5,8,4,2,189,5,1,48,1,1,77,0,0,2,2,2.303550270105496,3.031065081031649,1.0139052971160456,16.37574054630764,0,0,0,0,0,2,1322,3,1,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1,1.0,3.0
14,1521929,378278,597109,295749,250790,2,6.059569308919698,1109,2464,446,140,0,1002,1,69.14352401901587,9.39026260635444,178.954121961871,8,2,1,8,4,8,4,4,148,7,0,44,1,1,50,0,1,2,2,2.5,3.1350840423629314,0.7162289894092672,32.0,0,1,0,0,0,2,452,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
6,929466,252756,305482,170253,200973,3,6.651353517555892,1080,2400,396,120,1,1040,1,74.62707035111784,8.091878894664648,198.70276046815712,8,2,1,1,5,8,4,2,128,6,0,42,1,1,24,0,0,2,2,2.264861976592144,3.0778450585196406,1.083789849156498,17.13481742513582,1,1,0,0,1,2,1170,3,1,1,1,1,0,22,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
11,1509526,368054,593319,294998,253154,2,6.1185879105694205,1080,2400,431,149,0,1152,1,69.66222489647944,9.185525056585025,180.20830030353608,8,2,1,8,4,8,5,4,229,7,0,40,1,1,50,0,1,2,2,2.4205648357722316,3.094086447696309,0.6761694507316695,39.41394866125838,0,1,0,0,0,2,434,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1,1.0,3.0
9,2124639,478606,885930,435647,320956,0,6.69218991929016,1247,2772,453,120,1,3000,1,74.48970927361144,8.761559149276223,218.30970813639317,8,2,1,16,4,11,5,4,256,7,0,97,1,1,50,0,1,2,2,2.0,2.8418143241475424,0.7790928379262286,32.0,1,1,0,0,1,2,295,4,2,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
5,886375,252829,286360,159804,187379,5,6.291710405234487,1080,2372,412,120,0,800,1,72.71322168636904,7.9,172.66841620937947,8,2,1,1,5,7,4,2,128,6,0,25,1,1,12,0,0,2,2,2.2,3.010723986913783,1.0274081490075777,20.08814457579355,0,1,0,0,1,2,1144,4,2,1,1,0,0,21,1,1,1,1,1,0,0,1,1,0,1,1.0,3.0
13,588395,190956,158927,113227,125285,1,6.21255977224232,1080,2340,414,60,0,521,1,72.00843120130985,7.843372480523934,173.21382121768278,4,2,1,0,7,6,3,2,128,3,2,27,0,0,40,1,0,1,2,2.0,2.769578439934508,0.8608431201309836,32.0,0,0,0,0,1,2,1940,2,1,1,1,1,0,21,1,1,1,1,1,0,1,0,1,1,1,0.0,3.0
5,1617544,389879,594109,337377,296177,0,6.80314349934608,1341,2928,473,120,1,645,1,76.38002996948379,9.005695019617571,217.9142000871892,8,2,1,8,4,15,5,4,453,7,0,69,1,1,50,0,0,2,2,2.1142750108986497,2.56856500653919,0.72285500217973,16.571000435945994,0,1,0,0,1,2,560,4,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
6,1506949,375193,626204,233710,271841,4,6.068508113122731,1080,2350,428,124,0,852,1,70.41012620413139,7.914918868772685,168.69981970838376,8,2,1,8,4,8,5,4,128,7,0,25,1,1,50,0,1,2,2,2.2524864781287812,3.2330018029161627,1.046518930619707,15.499098541918723,0,1,0,0,0,2,541,3,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
12,585524,189456,159121,112200,124745,1,6.105349497001169,1086,2352,423,60,0,512,1,71.44814547301053,7.603566331334113,165.17831656670563,3,2,1,0,7,6,3,2,128,3,1,21,0,0,39,1,0,1,2,1.9982168343329436,2.7973252514994154,0.8074892958016371,31.607703553247582,0,0,1,0,1,2,1941,2,1,1,1,1,0,20,1,1,1,1,1,0,1,0,1,0,1,0.01783165667056441,3.0
13,591055,191911,159273,114192,125680,1,6.291155279770275,1080,2340,409,60,0,536,1,72.43327178254204,8.013308713016812,178.94916906431737,5,2,1,0,7,6,3,2,128,3,2,31,0,0,40,1,0,1,2,2.0,2.7483364108728985,0.9033271782542028,32.0,0,0,0,0,1,2,1940,2,1,1,1,1,0,21,1,1,1,1,1,0,1,0,1,1,1,0.0,3.0
5,1087597,273806,443512,153887,216391,1,6.543502495101754,1346,2987,498,120,1,573,1,73.03926372305965,8.33917082516959,191.7622226431813,2,2,1,6,4,8,4,4,128,6,0,65,1,1,48,0,1,2,3,2.2,2.8704145874152047,0.9095482534287718,26.261758153731,0,1,0,0,1,2,955,2,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
5,1581970,390713,615981,305081,270194,5,6.699625369975792,1080,2638,424,120,1,501,1,71.91610909104094,6.902622410169453,187.0299704019366,0,2,1,8,4,8,4,4,256,7,0,25,1,1,12,0,0,2,2,2.2,3.0008991120580983,1.2196253699757924,10.007492600484152,1,1,0,0,1,2,387,4,2,1,1,0,0,20,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
8,776095,199117,271139,132192,173645,0,6.555187097306681,1080,2400,401,88,0,503,1,72.59336775152026,8.010374194613362,184.27664518968965,0,2,1,3,7,11,3,3,256,6,0,63,0,1,48,0,0,2,2,2.3930838702577586,2.8138322594844825,0.8145238724587067,31.23922572835346,0,1,0,0,1,2,1277,2,1,1,1,1,0,20,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
10,2202630,494075,909239,426940,372374,0,6.788834130927858,1296,2881,465,133,0,2381,1,75.84170654639291,8.721346094845728,215.60095711342967,4,2,1,12,4,16,5,4,256,7,0,139,0,0,50,0,2,2,2,2.279146726803549,3.082331738144284,1.0530047855671483,16.0,0,1,0,0,1,2,295,2,1,1,1,0,0,20,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
5,689228,203430,190799,136067,158930,0,6.767089997750827,1397,3070,498,116,0,1241,1,74.44694546272427,8.55868182840533,200.05627291129593,7,2,1,4,7,8,4,2,143,5,0,30,1,1,55,0,0,2,2,2.464790902956802,3.0529581805913604,0.9882636343189339,16.46945462724264,0,1,0,0,0,2,1596,2,1,1,1,1,0,20,1,1,1,1,1,0,0,1,1,0,1,1.0,3.0
5,1113116,317210,405379,167091,223434,5,6.194353554170689,1080,2340,418,120,1,780,1,71.58127696337517,7.6,172.28379903355864,8,2,1,5,4,8,4,4,128,6,0,28,1,1,50,0,1,2,2,2.2,3.24,1.22,10.0,1,1,0,0,1,2,927,4,2,1,1,1,0,20,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
