Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Laser autofocus,Autofocus_Phase autofocus,Autofocus_Phase autofocus (Dual Pixel),Speakers_Mono,Speakers_Stereo,Bundled charger,LTE Cat*,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
5,938344,251518,301160,171893,213771,0,6.5621765851439235,1094,2431,406,122,1,510,1,102,0,160.22323739430527,74.35220731429905,8.678690975998133,192.50735771433017,2,1,0,0,2,0,4,1,938344,8,4,4,140,6,0,4550,65,0,0,0,0,1,31,48,0,1,2,1,2,2,2.0202943085732064,2.952440164562006,0.9797056914267935,16.40588617146413,0,1,0,2,0,0,0,1,0,0,1,2,1177,2,2,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,0
6,408461,132387,85206,79788,111079,2,6.689905053073241,1080,2400,393,60,0,583,0,60,3,165.57559383035237,77.51898938535166,8.954705506465539,206.1993885461925,2,0,0,0,1,1,8,1,408461,5,3,2,106,3,1,4543,22,0,0,0,0,1,111,58,0,1,2,0,0,2,2.1327003538216114,3.203797877070333,0.9076794338854222,23.92404245859334,0,2,0,2,0,0,0,1,1,0,0,1,1399,2,2,1,1,1,0,0,0,0,0,0,0,13,1,1,1,1,1,1,0,0,0,0,0,0,1
11,851086,266888,265278,155909,163010,0,6.778076598138437,1259,2797,452,119,0,4479,1,298,0,164.13185759381503,74.92934199,7.586681290677009,190.08604692538572,1,1,0,0,2,0,4,1,851086,8,3,2,255,4,0,5495,79,0,0,0,1,1,48,50,0,2,2,0,1,2,2,2.760708622,0.64242956,49.78741347845882,0,2,0,1,0,1,0,1,0,0,0,1,57,2,3,1,1,1,0,0,0,0,0,0,0,18,1,1,1,1,1,1,0,0,0,0,0,0,1
8,1581452,388656,604829,297926,290038,0,6.796783839,1139,2531,408,123,0,1483,1,98,0,163.84050102097552,76.20029900812115,8.306432322,221.88929404613506,3,1,1,0,0,0,4,1,1581452,8,5,4,256,7,0,5025,86,0,0,0,0,1,36,61,0,1,2,2,2,2,2.0804040257087495,2.8482424154252493,0.7482424154252496,16,0,2,1,2,0,0,0,1,0,0,1,2,495,2,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
8,1364628,356700,470655,271755,265516,0,6.654259419979652,1238,2762,455,133,1,1628,1,141,0,160.87651638875613,74.43266338178076,8.245663995,190.11005565052176,3,1,0,0,1,0,4,1,1364628,8,5,4,185,6,0,4645,161,0,0,0,0,1,24,50,0,2,2,0,2,2,2.274366894683293,2.959132799,1.3212970998982567,23.22025937013462,0,2,1,2,0,0,0,1,0,0,1,2,333,2,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
6,1533521,380224,593584,285925,273786,0,6.730810480230731,1340,2989,486,120,0,1361,1,60,0,163.34648384184584,74.77783056507607,8.459135895,212.08641045306805,7,1,1,0,0,0,4,1,1533521,8,5,4,167,7,0,5000,93,0,0,0,0,1,27,54,0,2,2,1,2,2,2.2767580790770774,3.000649607330881,0.907568559,16,0,2,0,2,0,0,0,1,0,0,1,2,580,2,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
6,752439,240609,196007,139967,175893,0,6.55,1080,2400,402,100,0,1112,1,122,0,160.37401937024867,73.31764648859688,8.465196126,182.7843099239792,3,1,1,0,2,0,7,1,752439,8,3,2,128,5,0,4369,42,0,0,0,0,1,46,48,0,2,2,0,2,3,2,3.020882324429844,1,16,0,2,0,2,0,0,0,1,0,0,1,2,1540,2,2,1,1,1,1,0,1,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,1
3,622441,201828,150719,126181,143711,0,6.6318742173917045,1080,2400,397,125,0,500,1,127,1,160.94697599488967,73.50857045779831,7.6588183734041735,172.84180588240713,2,1,0,0,1,0,6,1,622441,7,4,3,128,6,0,4625,58,0,0,0,0,1,53,53,0,2,2,0,1,2,2.4,3.186543841432367,0.7,32,0,2,0,2,0,0,0,1,0,0,1,1,819,2,2,1,1,1,0,0,0,0,0,0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
4,2115290,466638,898562,407623,342466,0,6.78,1264,2794,452,120,1,4856,1,111,0,162.2317311679787,75.36258329877518,8.315865583989348,202.74167012248205,3,1,1,0,4,0,4,1,2115290,12,5,4,256,7,0,5637,75,0,0,0,0,1,50,50,0,1,2,0,2,2,2.115128311460986,2.8290769868765913,0.9772377043965104,40.214093525816224,0,2,1,2,0,0,0,1,0,0,1,2,190,2,3,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
11,1128366,299577,430134,184777,214709,0,6.600355383251344,1354,3022,500,120,0,500,1,159,0,160.7088845812836,73.56120438001537,8.190510036500127,186.8647582125288,3,0,1,0,3,1,4,1,1128366,8,4,4,128,6,0,4881,65,0,0,0,0,1,41,50,0,2,2,1,2,2,2.4,2.8159197079989764,0.776275091,32,0,2,0,2,0,0,0,1,0,0,1,2,971,2,2,1,1,1,0,0,0,0,0,1,1,20,0,1,1,1,1,1,0,0,0,0,0,0,0
14,596203,175107,171324,108721,141050,1,6.394920060368146,1177,2582,443,80,0,756,0,221,1,159.32220211288512,75.20197858255261,9.209520362,202.23800905522197,11,0,0,1,1,2,7,1,596203,8,3,3,256,5,0,4134,27,0,0,0,0,1,71,49,0,1,2,0,1,2,2.3035701358283296,2.870635897374151,0.6920639517054828,44.142805433133184,0,2,0,1,0,0,0,0,0,0,0,2,861,2,3,1,1,1,0,0,0,0,0,0,0,18,1,1,1,0,1,1,0,0,0,0,0,0,1
3,632160,206513,155090,125840,144716,0,6.7283069768228545,1080,2460,399,126,0,500,1,60,0,163.7880509637882,73.46478058667329,7.7680351868660935,180.68719110574895,2,0,0,0,1,0,5,1,632160,8,3,2,128,5,0,4647,56,0,0,0,0,1,52,56,0,1,2,0,1,2,2.4,3.1492982810236048,0.7,32,0,2,0,1,0,0,0,1,0,0,1,1,720,2,2,1,1,1,0,0,0,0,0,0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
3,1151509,336913,414469,186701,213425,3,6.3299265798094435,1080,2361,411,120,0,1642,1,60,1,155.37224674285412,74.50290752456912,8.445256971,201.2919237790387,1,1,1,0,1,1,4,1,1151509,8,4,4,128,6,0,4526,25,0,0,1,1,1,72,50,0,1,2,0,2,2,2.329926579809443,2.8076651954287533,1.22,10.175183550476392,0,2,0,1,0,1,0,1,0,0,0,2,326,2,4,2,1,0,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,0
2,846550,220384,298389,137929,189846,1,6.404523297685175,1080,2400,410,94,0,492,1,105,0,158.5849223410494,74.57383511574126,8.824611705,203.83369162037775,1,1,0,0,2,1,5,1,846550,8,4,3,128,6,0,4596,35,1,0,0,0,1,101,52,0,2,2,0,2,2,2.075388294752911,2.9150776589505822,1.1019068092593014,9.206212716046576,0,2,0,1,0,0,0,1,0,0,1,2,1088,2,2,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,1
6,1217665,332183,456408,187409,241663,3,6.5369548430798625,1080,2360,397,135,0,1135,1,285,0,162.2798388462457,77.11629679385938,8.645103240009552,211.05432264619793,1,1,1,0,3,1,4,1,1217665,8,4,3,128,6,0,4500,38,1,0,0,0,1,59,54,0,1,2,1,2,2,2.2630451569201373,3.3423871076996567,1.1857612892300344,9.315225784600687,0,2,0,2,0,0,0,1,0,0,1,2,533,2,3,1,1,1,0,0,0,0,0,1,0,20,0,1,1,1,1,1,1,0,0,0,0,0,0
5,405014,127106,102185,79179,96542,3,6.311477743001925,1235,2641,469,60,0,574,0,60,4,156.6289970053624,72.30548366468248,8.056830860333546,172.04925810006415,2,0,1,0,1,1,8,0,405014,5,3,2,100,3,1,3852,20,0,0,0,0,1,113,41,0,1,2,0,1,3,1.9841543016677359,3.1453531173316227,0.981310387,21.63940648005132,0,2,0,2,0,0,0,0,1,0,1,1,2042,2,2,1,0,1,0,0,0,0,1,0,0,13,1,1,1,1,1,1,0,0,0,0,0,0,1
11,2031818,488980,847281,354193,341362,0,6.781873495356562,1246,2770,448,120,0,2868,0,277,0,164.0453162616086,75.30334647,8.528406654809519,208.15451966004613,1,1,1,0,6,0,4,1,2031818,12,5,4,256,7,0,5140,116,0,0,0,0,1,22,50,0,1,2,0,2,2,2,2.8,0.8299759257049897,30.50120371475052,0,2,1,2,0,0,0,1,0,0,0,2,295,2,3,2,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,0
5,589080,189569,135292,122666,141552,1,6.681031474091783,1307,2855,470,78,0,536,1,60,1,162.56322841969404,75.78968525908218,8.542598937858397,198.64568393881132,5,0,1,0,5,0,7,1,589080,6,3,2,128,4,0,4237,35,0,0,0,0,1,87,48,0,1,2,0,2,4,2.073543160611887,2.989685259,0.9264568393881133,21.883452848950938,0,2,0,2,0,0,0,0,0,0,1,2,1849,2,2,1,1,1,0,0,0,0,0,0,0,17,1,1,1,1,1,1,0,0,0,0,0,0,1
5,870826,246088,275933,153308,195496,3,6.5181757158781926,1080,2400,403,137,0,560,1,360,0,158.48530404735362,72.33741510166305,7.701942249297639,177.917226,2,1,0,0,2,1,5,1,870826,8,4,3,128,6,0,4426,67,0,0,0,0,1,48,53,0,2,2,1,2,2,2.5,2.853040473536345,0.8530404735363452,27.756762117092393,0,2,0,2,0,0,0,1,0,0,1,2,866,2,3,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,1
2,1309859,364889,475347,230999,238624,0,6.696838860771699,1220,2709,443,120,0,1353,1,377,0,163.1487979286758,75.72920724963464,8.502404142648366,203.5360621397255,1,1,0,0,2,0,4,1,1309859,8,4,4,159,6,0,5048,115,0,0,0,0,1,28,163,0,1,2,0,2,2,2.175601035662092,2.9405424738673887,0.8975958573516335,27.319689301372506,0,2,1,1,0,1,0,1,0,0,1,2,549,2,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
13,1175447,346236,437325,177337,214576,0,6.670809683357427,1225,2713,446,120,1,548,1,293,0,161.0593767795446,74.50539789,8.297301055475245,196.78408443801956,1,0,1,0,3,0,4,1,1175447,8,4,4,128,6,1,4819,65,0,0,0,0,1,51,48,0,2,2,0,2,2,2.4,1.4361658566317228,1.1600139052584049,13.512799459703533,0,2,0,2,0,0,0,0,0,0,0,2,551,2,3,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,0
8,918471,278555,214036,212117,213762,0,6.724621204779991,1222,2750,447,129,1,539,1,370,0,162.77048813881322,75.25089232,7.998409156980076,199.42760910133296,2,1,0,0,1,1,5,1,918471,8,4,4,256,6,0,4757,87,0,0,0,0,1,34,50,0,1,2,0,1,2,2.321380455066648,2.4855218202665914,0.6846885676866845,44.276091013329584,0,1,0,2,0,0,0,1,0,0,0,1,281,2,3,1,1,1,0,0,0,0,0,1,1,20,0,1,1,1,1,1,0,0,0,0,0,0,0
11,577113,185431,138559,123962,129160,1,6.760568379931881,1187,2624,425,122,0,767,1,220,0,163.87511735649866,74.33812512106948,7.891874878930517,186.05683799318803,2,0,0,0,1,0,6,1,577113,8,3,2,256,5,0,4553,92,0,0,0,1,1,28,50,0,1,2,0,1,2,2.4107953444822887,3.037497578610351,0.6197158100340598,56.97730354495917,0,2,0,1,0,0,0,0,0,0,1,1,535,2,3,1,1,1,0,0,0,0,0,1,1,19,0,1,1,1,1,1,0,0,0,0,0,0,1
5,431919,121719,137445,80012,92741,3,6.368024763397536,1212,2606,458,60,0,621,1,60,4,157.7982180159562,73.37042583237974,8.626227725199453,185.72099053590148,2,1,1,0,1,1,10,1,431919,5,3,2,104,3,1,3946,21,0,0,0,0,1,98,12,0,1,2,0,2,2,2.0155693129986316,3.0950890992021893,0.9549217770811496,23.14732702393431,0,2,0,2,0,0,0,0,1,0,1,2,1922,2,2,1,1,1,0,0,0,0,0,0,0,19,1,1,1,1,1,1,1,0,0,0,0,0,1
6,1365976,375745,488969,238056,263205,0,6.748702825885412,1112,2471,401,120,0,1092,1,812,0,164.40893852312274,76.21153294433533,9.460872597960371,223.5709896072698,3,1,1,0,2,0,4,1,1365976,11,4,4,256,6,0,4938,65,0,0,0,0,1,41,61,0,1,2,1,2,2,2,2.8,1.0543396171333277,19.283019143333625,0,2,0,2,0,0,0,1,0,0,1,2,639,2,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,0
9,707548,213403,214807,137016,142321,1,6.298945162757923,1080,2369,414,89,0,619,1,60,0,154.3212556851534,72.79103388344234,8.450263709,182.4604436034221,0,0,1,0,2,0,7,1,707548,7,3,2,128,5,1,4148,23,0,0,0,1,1,92,31,1,2,2,0,2,2,2,2.7701582255863118,0.8,32,0,2,0,2,0,0,1,0,0,0,1,2,1528,2,4,2,1,1,1,0,1,0,0,0,0,20,1,1,1,1,1,1,0,1,1,0,0,0,1
10,1651735,409652,619913,319876,302293,0,6.788461922307473,1199,2664,430,133,0,1019,1,579,0,163.72039325191813,75.96347439730035,8.818098610372214,206.07765238419836,3,2,0,0,0,0,4,1,1651735,12,5,4,256,7,0,5515,96,0,0,0,0,1,26,50,0,1,2,2,2,2,2.2884519423131797,2.973071165387908,1.050771533844837,16,0,2,0,2,0,0,0,1,0,0,0,2,329,2,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,0
4,590038,188977,147018,123207,130834,1,6.461932254465734,1257,2724,463,74,0,557,0,60,1,158.5401415505509,74.88503538763773,8.597007077527547,193.82042465165273,4,1,1,0,2,0,7,1,590038,7,3,2,192,3,0,4041,25,0,0,0,0,1,82,48,1,1,2,0,1,2,2,3.1,0.8985035387637728,24.119716898898176,0,2,0,2,0,0,0,0,0,0,0,2,1924,2,2,1,1,1,1,0,0,0,0,0,0,18,1,1,1,1,1,1,0,0,0,0,0,0,1
4,582124,178524,167525,99283,136791,2,5.995242987798044,1080,2315,429,76,0,731,1,165,1,147.43251207298758,71.01288503044886,8.114767287,159.76214938990222,1,0,1,1,1,0,7,1,582124,6,3,2,152,3,0,3470,17,0,0,0,0,1,93,30,0,2,2,0,1,2,1.9780971951192177,2.4293754237882097,1.118473646345017,14.295345731556978,0,2,0,1,0,0,0,0,0,0,0,1,1822,2,4,1,1,1,0,0,0,0,0,0,0,19,1,1,1,1,1,1,1,0,0,0,0,0,1
7,2075073,496334,861587,364019,353175,0,6.78,1264,2785,450,120,1,4638,1,190,0,162.45020690373536,75.4,8.533471269156902,204.05716480683054,5,1,1,0,6,0,4,1,2075073,12,5,4,256,7,0,5124,90,0,0,0,0,1,34,50,1,1,2,0,2,2,2.288980846104602,2.745550958,0.8466387382498399,36.99586193,0,2,1,2,0,0,0,1,0,0,1,2,234,2,4,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
8,2083424,502852,860366,369003,351245,0,6.7856154472488175,1222,2695,435,120,0,3685,0,189,0,163.0650040711731,75.68077236244086,8.756154472,212.4577643361397,5,1,1,0,6,0,4,1,2083424,12,5,4,256,7,0,5421,94,0,0,0,0,1,31,50,0,1,2,0,2,2,2.2876910550236578,2.7568463417464515,0.8898471559810739,27.507642200946307,0,2,1,2,0,0,0,1,0,0,0,2,251,2,3,2,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,0
13,902421,280398,200807,226416,194798,1,6.756109445370967,1224,2775,449,120,1,548,1,300,0,163.00528954596973,74.94395146215524,7.686565310936492,201.14589579858873,2,1,0,0,1,2,7,1,902421,8,4,4,256,6,0,4607,99,0,0,0,1,1,25,50,0,1,2,0,1,2,2.4,2.763526050352819,0.6243464201945578,58.85714957772167,0,2,0,2,0,0,0,1,0,0,0,1,231,2,4,1,1,1,0,0,0,0,0,1,1,20,0,1,1,1,1,1,0,0,0,0,0,0,0
4,926827,251923,298236,165296,211370,0,6.461368073976792,1080,2400,406,109,0,482,1,60,0,158.44007810199153,73.84547229590717,8.7,193.77263852046417,2,1,0,0,2,1,5,1,926827,8,4,4,128,6,0,4448,49,0,0,1,0,1,54,48,0,2,2,1,2,2,2.0709055408185666,3.0741811081637134,1.077996094900423,14.156455938717272,0,2,0,1,0,0,0,1,0,0,0,2,1064,2,2,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,0,1
3,1231357,329503,439788,213174,248891,4,6.564577864,1080,2389,399,139,0,668,1,306,1,158.62539588365064,74.75547464034294,8.249373359235577,192.54221358814098,1,1,1,0,3,0,4,1,1231357,8,4,4,128,6,0,4911,60,0,0,1,0,1,56,50,0,1,2,1,2,2,2.482288932059295,3,0.7920975532916654,28.103565053044925,0,2,0,2,0,0,0,1,0,0,1,2,550,2,4,1,1,1,0,0,0,0,0,1,0,20,0,1,1,1,1,1,0,0,0,0,0,0,0
9,2067318,508082,845501,354543,359247,0,6.78,1263,2781,450,120,1,4410,1,243,0,162.78038091112356,75.38749630271411,8.687496302714111,206,5,1,1,0,7,0,4,1,2067318,12,5,4,256,7,0,5000,101,0,0,0,0,1,26,50,1,1,2,0,2,2,2.376183433741166,2.7435724849388254,0.8,32,0,2,1,2,0,0,0,1,0,0,1,2,237,2,4,2,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,870120,255939,269993,149750,194435,3,6.543089286550388,1080,2400,402,141,0,595,1,346,0,158.48552857075967,72.11946069862273,7.516803563346248,176.4742855359172,1,1,1,0,2,1,5,1,870120,8,4,4,128,6,0,4409,66,0,0,0,0,1,54,50,0,2,2,1,2,2,2.4769642885012937,2.804607142299741,0.814742855,30.894285848062097,0,2,0,1,0,0,0,1,0,0,1,2,736,2,3,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,1
5,419416,136684,88997,78420,115314,3,6.563783024352718,1110,2413,408,60,0,594,0,60,3,160.78877424343102,74.99769990230064,8.082972878044089,182.1905248772748,2,0,1,0,1,1,8,0,419416,5,2,2,119,2,1,4372,24,0,0,0,0,1,118,59,0,1,2,0,1,3,2.1574321951102244,2.9106762927134167,0.8459732292809579,29.70133853595211,0,2,0,2,0,0,0,0,1,0,0,1,1675,2,2,1,0,1,0,0,0,0,1,0,0,11,1,1,1,1,1,1,0,0,0,0,0,0,1
4,722908,206101,216281,141361,159164,3,6.518507935012773,1080,2400,405,128,0,651,1,171,0,159.29288258065006,73.57090166235884,8.063155582767546,181.48634989412477,1,0,1,0,3,0,6,1,722908,6,3,2,128,6,0,4462,40,0,0,1,0,1,74,26,0,1,2,0,1,2,2.1480634801021776,2.2995111466960214,0.7629841299744555,32,0,2,0,1,0,0,0,0,0,0,1,2,1072,2,4,1,1,1,1,0,0,0,0,1,1,19,1,1,1,1,1,1,0,0,0,0,0,0,1
12,967594,308092,195499,261755,202262,0,6.600309132330577,1253,2754,459,120,0,2469,1,304,0,157.6711004360328,74.30463698495866,7.955409815785104,206.8686187595046,1,1,1,0,1,2,6,1,967594,11,4,4,254,6,0,4893,65,0,0,0,0,1,79,50,0,1,2,0,2,2,2.393817353388453,1.3272036450908067,1.1969086766942265,13.046369849586602,0,2,0,2,0,0,0,1,0,0,0,2,127,2,3,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
3,738375,196722,217294,148220,176137,3,6.552150443122368,1088,2417,404,140,0,507,1,338,0,158.4135132693952,72.03372567682148,7.598238970492535,170.01062037131553,1,0,1,0,0,0,6,1,738375,8,3,2,137,5,0,4385,65,0,0,1,0,1,42,50,0,1,2,0,1,2,2.385663712517545,1.6396017967653433,0.7071681437412274,32,0,2,0,1,0,1,0,1,0,0,1,2,561,2,4,1,1,1,1,0,0,0,0,0,0,21,1,1,1,1,1,1,0,0,0,0,0,0,1
5,1812577,438892,702397,367057,304230,4,6.703771502282408,1440,3121,512,120,1,2568,1,65,0,158.65086009129632,75.89685708143134,7.745572319245765,196.75430045648162,1,1,1,0,0,0,4,1,1812577,12,5,4,256,7,0,4915,46,0,0,1,1,1,56,50,1,1,2,1,2,2,2.206285837137347,3.1855425745841024,1.1099426605802452,12.628583713734685,0,2,0,1,0,1,0,1,0,0,1,2,233,3,4,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
3,711333,212953,192564,139202,166613,0,6.709994854760984,1210,2641,432,100,0,981,1,201,0,163.5816918895878,74.65456416450552,8.818205205631891,204.72769370137402,2,1,1,0,2,0,7,1,711333,8,4,2,209,5,0,4681,30,0,0,1,1,1,70,86,0,1,2,1,2,2,2.309076876620866,3.021815375324173,0.936358959,18.54564164505512,0,2,0,1,0,0,0,1,0,0,0,2,1565,3,2,1,1,1,1,0,0,0,0,1,0,21,1,1,1,1,1,1,1,1,1,0,0,0,1
4,1967071,430064,812481,394594,324670,0,6.675396249,1364,3011,494,120,1,2040,1,240,0,159.99926219869857,74.44826928,8.851361817977489,211.5123885109392,4,1,1,0,4,0,4,1,1961810,10,5,4,256,7,0,5151,96,0,0,1,1,1,27,50,0,2,2,1,2,2,2.2742576075694694,2.821732555079845,0.7685644018923673,32,0,2,1,2,0,1,0,1,0,0,1,2,231,3,4,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
5,1521417,379486,616262,249010,276658,5,6.354285345582351,1080,2340,408,120,1,800,1,60,1,152.1485629483941,73.59542466317293,7.6,181.73140866144698,1,1,1,0,0,0,4,1,1521417,8,5,4,193,7,0,4306,35,1,0,1,1,1,70,50,0,1,2,2,2,3,2.2,3.24,1.12,12,0,2,0,2,0,1,0,1,0,0,1,2,568,3,4,2,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
14,1526116,379291,608136,294231,244457,3,5.982854797730257,1080,2394,440,141,0,1072,1,60,0,147.54449884463514,68.84871156119864,9.233619653066967,174.12597109969985,1,0,1,0,0,0,4,1,1526116,8,5,4,139,7,0,4336,31,0,0,1,1,1,79,50,0,1,2,1,2,2,2.472269942177828,3.2036973410429566,0.7388220809510408,30.15132947852186,0,2,0,2,0,0,0,1,0,0,0,2,431,3,2,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,0
9,2060142,449770,879211,385297,345862,0,6.810028310834046,1440,3175,511,120,1,4126,1,254,0,164.25014155417023,76.05042466251068,9.425212331255338,222.9943378,4,1,1,0,4,0,4,1,2060142,12,5,4,256,7,0,5124,95,0,0,1,1,1,30,50,0,1,2,0,2,2,2.4249292229148875,2.7449858445829776,0.7750707770851125,36.48726012467975,0,2,1,2,0,0,0,1,0,0,1,2,203,3,4,2,1,0,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
6,455406,126516,152796,74442,101649,1,6.458961707696437,1560,3478,590,60,0,537,1,60,2,164.9070470925183,73.80568486135677,8.446229753821378,188.61804138374822,3,1,1,1,3,0,8,1,455406,6,3,2,128,3,1,3587,16,0,0,0,0,1,94,12,1,1,2,0,1,2,1.876885123089311,3.8358468307857483,1.161038292303563,8,0,2,0,1,0,0,1,0,0,0,1,2,2069,3,2,1,1,1,1,0,0,0,0,1,0,19,1,1,1,1,1,1,1,0,0,0,0,0,1
5,1909786,431208,769197,388007,321373,1,6.790666136625166,1440,3156,510,120,1,1844,1,195,0,162.12664546500665,75.82444489,8.795549150887421,214.13322732503318,4,1,1,0,3,0,4,1,1909786,12,5,4,256,7,0,5277,86,0,0,1,1,1,32,50,1,1,2,1,2,2,2.3511102277086096,2.852446476270198,0.8782236356662245,27.111022770860973,0,2,0,1,0,1,0,1,0,0,1,2,210,3,4,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
10,580235,187065,157412,105968,129789,1,6.008480733803351,1080,2326,427,66,0,488,1,60,0,148.64240366901674,70.80512476972179,7.737278899294973,164.31360550352514,0,1,1,0,1,0,7,1,580235,6,3,2,113,3,1,3455,21,0,0,0,0,1,72,33,1,1,2,0,1,2,2,2.8663514679925703,0.8960952295064815,26.50884402820106,0,2,0,2,0,0,0,0,0,0,1,2,1897,3,2,1,1,1,1,0,0,0,0,0,0,20,1,1,1,1,1,0,1,1,1,0,0,0,0
4,1012466,305719,335149,158489,213108,4,6.1461879458972755,1107,2400,431,120,1,758,1,226,1,147.3779403859354,71.00799352,7.700073883,170.31013612263808,1,1,1,0,2,1,4,1,1012466,8,4,4,128,6,0,3800,25,0,0,1,1,1,67,50,0,1,2,0,2,2,2.1846040180342414,3.2138268306582107,1.22,10.084677900811672,0,2,0,1,0,1,0,1,0,0,1,2,916,3,4,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,0,0
3,437242,124026,134418,83835,94961,2,6.371024854708623,1440,2960,516,60,0,485,0,60,3,160.7699693336363,76.48692543587414,8.539223692,196.07422530046594,3,1,1,2,2,1,10,1,437242,5,3,2,109,3,0,3834,15,0,0,1,0,1,105,12,0,2,1,0,2,2,1.7289751452913769,3.484099418834493,1.2721552615244782,8,0,2,0,1,0,0,0,0,0,0,0,2,2186,3,2,1,1,1,1,0,0,0,0,1,0,17,1,1,1,1,1,1,1,1,1,0,0,0,1
5,1587544,393390,611028,310133,272992,5,6.7,1138,2717,439,120,1,838,1,60,1,164.03593950412358,72.54488514901603,7.028977029803204,188.45099158528603,7,1,1,0,0,0,4,1,1587544,8,4,4,256,7,0,3893,28,0,0,1,1,1,75,18,0,1,2,0,2,2,2.2,3.032244257450801,1.2038778712745994,10.32244257450801,0,2,0,1,0,1,0,1,0,0,1,2,362,3,4,2,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
1,1150016,374690,373457,184098,217770,1,6.657818591405544,1325,2946,484,120,1,2286,1,60,1,161.4329810288867,76.08521614882117,8.715637182811088,209.76609200775835,1,1,1,0,1,1,4,1,1150016,11,4,4,128,6,0,4955,29,0,0,1,1,1,81,50,0,1,2,0,2,2,2.2,3.109842329,1.22,10.464848826171286,0,2,0,1,0,1,0,1,0,0,0,2,368,3,4,2,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,0,0
