,Unnamed: 0,Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Neural processor (NPU),Total score,RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,Flash,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,Speakers_Mono,Speakers_Stereo,LTE Cat*,Proximity sensor,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
150,150,4,866863,256787,272332,177778,159966,1,6.7,1200,2664,436,120,0,2600,1,120,161.9,74.1,7.8,183,0,0,0,1,4,3,1,866863,12,5,4,256,6,0,5000,100,0,1,50,0,1,0,1,2,2.1,2.51,0.64,50,0,1,0,0,1,1,295,1,4,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
151,151,13,584585,189588,158432,111846,124719,1,6.1,1080,2340,422,60,0,500,1,120,149.1,71.4,7.6,165,3,2,2,1,0,3,1,584585,6,3,2,128,3,2,3650,22,0,0,40,1,2,0,1,2,2,2.8,0.8,32,0,0,1,0,1,2,1940,3,2,1,1,1,1,0,1,0,21,1,1,1,1,1,1,0,1,0
152,152,6,835028,252341,204010,190195,188482,1,6.7,1080,2412,394,120,0,500,1,1000,163.3,75.5,8.2,186,0,1,1,1,4,3,1,835028,8,4,4,128,6,0,4500,150,0,0,50,0,2,0,1,2,2.4,3.09,1,16,0,1,0,0,1,2,874,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
153,153,0,242317,79099,23084,82550,57584,2,6.56,720,1612,269,90,0,500,0,180,164,75.75,8.4,191,0,1,1,2,1,3,0,242317,4,3,2,64,3,1,5000,18,0,0,13,0,2,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,1,1,0,0,540,0,2,1,1,0,0,0,1,0,20,1,0,1,0,0,0,0,0,1
154,154,12,1534769,385633,540758,326032,282346,0,6.78,1260,2800,453,144,0,600,1,300,164.7,77,8.5,192,0,2,1,1,8,3,1,1534769,16,5,4,256,7,0,5000,120,0,0,50,0,1,2,2,2,2.5,3.1,1,16,0,1,0,0,1,2,479,1,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
155,155,6,786855,237679,227952,142387,178837,0,6.43,1080,2400,410,90,0,450,1,120,159.1,73.2,8.2,190,0,2,1,1,0,3,1,786855,8,3,2,128,6,0,4500,80,0,0,50,0,2,0,1,2,2.4,2.8,0.8,32,0,1,0,0,1,1,844,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
156,156,3,1514779,371083,601090,301223,241383,1,6.67,1080,2400,394,165,1,500,1,360,161.16,74,8.59,199,8,2,2,1,8,3,1,1514779,12,5,4,256,7,0,4600,125,1,1,50,0,2,2,2,2,2.2,2.8,0.61,60,1,1,0,0,1,2,509,3,4,2,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
157,157,3,1233103,327764,436033,218145,251161,4,6.6,1080,2400,399,144,0,500,1,360,158.76,74.38,8.26,189,8,0,2,1,6,3,1,1233103,8,4,4,128,6,0,5000,68,1,0,50,0,1,2,2,2,2.5,3,0.7,32,0,1,0,0,1,2,599,2,4,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
158,158,12,727120,234569,183023,132054,177474,0,6.78,1080,2400,388,120,0,1000,1,300,164.1,74.8,7.4,180,0,2,1,1,4,3,1,727120,8,4,4,128,6,0,4600,66,0,0,50,0,2,0,1,2,2.5,2.76,0.64,50,0,1,0,0,1,1,540,1,4,2,1,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1
159,159,1,931591,258023,313582,144037,215949,1,6.7,1440,3120,512,120,1,500,1,120,163.9,75.9,8.9,210,8,2,2,1,4,2,1,931591,12,4,4,128,6,0,5003,30,1,1,50,1,2,0,2,2,2,2.9,1.22,11.1,1,1,0,0,1,2,1056,3,4,1,1,1,1,0,0,1,20,1,1,1,1,0,0,0,0,1
160,160,5,454690,142354,106454,92729,113153,3,6.2,1440,2960,531,60,0,631,1,120,158.1,73.8,8.5,189,8,2,2,3,0,2,1,454690,6,3,2,64,3,1,3500,15,1,0,12,1,2,0,2,4,1.7,3.6,1.22,8,0,0,1,0,1,2,2366,3,3,1,1,1,0,0,0,1,18,1,1,1,1,0,0,0,0,1
161,161,8,2117487,486401,897885,405132,328069,0,6.8,1116,2480,400,120,0,1600,0,120,164,76.4,8.9,229,0,2,2,1,12,3,1,2117487,12,5,4,256,7,0,6500,80,0,0,50,0,1,2,2,2,2,2.8,1.12,16,0,1,1,0,0,2,295,2,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,1,0,0
162,162,11,432724,130789,72331,116375,113229,0,6.78,1080,2436,393,120,0,500,0,120,165.3,75.3,7.7,197.5,0,2,1,1,0,3,1,432724,8,3,2,256,4,1,5000,70,0,0,50,0,2,0,0,2,1.9,1.57,0.9680385288966724,50,0,0,1,1,1,1,174,0,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
163,163,14,540904,168137,114289,106004,152474,3,6.4,1080,2400,411,90,0,450,1,360,160.2,73.3,7.99,182,0,2,1,1,2,3,1,540904,6,3,2,128,4,0,4500,60,0,1,50,0,1,0,1,2,2.4,3.13,1,16,0,1,1,0,1,1,933,1,2,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,0,1
164,164,12,2083491,484471,876384,394276,328360,0,6.78,1260,2800,453,144,1,3000,1,300,163.53,75.68,8.34,190,4,2,1,1,18,3,1,2083491,8,5,4,128,7,0,5160,120,0,1,50,0,1,2,2,2,2.5,3.1,1,16,0,1,0,0,1,2,265,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
165,165,2,606360,203725,145134,116858,140643,0,6.67,1080,2400,395,120,0,500,1,240,162.91,76.03,7.9,181,3,1,1,2,0,3,1,606360,6,3,2,128,4,0,5000,67,0,1,108,0,1,0,1,2,2.4,3.06,1,16,0,1,1,0,1,1,568,1,2,2,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
166,166,5,457810,143808,105368,81867,126767,3,6.5,1080,2340,396,120,0,1000,0,120,161.7,77.2,8.8,208,7,1,1,2,0,2,1,457810,6,3,2,128,4,1,6000,25,0,0,50,0,1,0,1,1,2,3.003953901,0.9680385288966724,13,0,1,1,0,1,1,448,0,2,1,1,1,0,0,1,0,20,1,0,1,0,0,0,0,0,1
167,167,12,2077133,439782,888982,417895,330474,0,6.78,1260,2800,453,144,1,3000,1,120,163.22,75.8,8.1,198.5,4,2,2,1,12,3,1,2077133,12,5,4,256,7,0,5000,120,0,1,50,1,2,2,2,2,2.5,3.1,1,16,0,1,0,0,1,2,295,2,2,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
168,168,2,141956,54580,17708,37174,32494,2,6.53,720,1600,269,60,0,400,0,120,164.9,77,9,196,0,1,1,3,0,3,0,141956,2,3,2,32,1,1,5000,10,0,0,13,0,1,0,0,1,2.2,3.1,1.12,5,0,0,1,1,0,0,1451,0,2,1,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1
169,169,0,940458,263143,236506,197737,243072,0,6.78,1080,2436,388,144,0,1300,0,360,164.26,75.43,8.15,194,4,1,1,1,4,3,1,940458,8,5,4,256,6,1,5000,45,0,1,108,0,4,0,2,2,2.2,1.67,0.8,32,0,1,0,1,1,1,143,1,3,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
170,170,5,414935,129606,63977,114137,101572,6,6.6,1080,2408,400,60,0,500,0,120,169,80.1,10.2,240,8,1,1,2,2,3,1,414935,6,3,2,128,4,1,4050,15,0,0,50,0,2,0,0,1,2,2.76,0.9680385288966724,5,1,1,1,0,1,1,234,1,2,1,0,0,0,0,1,0,20,1,1,1,1,0,0,0,0,1
171,171,5,133467,50498,14768,41217,26478,6,6.4,720,1560,268,60,0,450,0,120,161.4,76.3,8,177,0,1,1,3,0,2,1,133467,2,1,1,32,1,1,4000,15,0,0,13,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,1,1,1,0,1574,0,2,1,1,1,0,0,1,0,4,1,1,0,0,0,0,0,0,1
172,172,14,243272,88116,23135,68922,63099,2,6.74,720,1600,260,90,0,560,0,180,167.2,76.7,7.99,186,0,1,1,2,0,3,1,243272,4,3,2,64,1,1,5000,33,0,0,50,0,1,0,0,1,2.2,5,1.12,5,0,0,1,0,0,0,387,0,1,1,1,1,0,0,1,0,7,1,0,1,0,0,0,0,0,1
173,173,14,597402,182827,116089,135192,163294,1,6.7,1080,2400,395,120,0,2000,1,240,162.95,75.45,7.87,190,4,4,1,1,0,3,1,597402,8,3,2,128,6,1,5000,67,0,0,50,0,1,0,1,2,2.5,4,1.12,16,0,1,1,0,1,1,174,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
174,174,13,429415,140335,91897,93192,103991,8,6.4,1080,2310,398,60,0,450,1,120,159.2,76.3,8.7,183,0,1,1,2,0,0,1,429415,6,3,2,128,3,2,4200,40,0,0,48,0,1,0,0,1,2,3.1,1,16,0,0,1,1,0,1,1635,1,2,1,1,1,0,0,1,0,12,1,0,1,0,0,0,0,0,1
175,175,2,409507,130946,64159,104996,109406,2,6.74,720,1600,260,90,0,600,0,120,168,78,8.09,192,0,1,1,2,2,3,1,409507,4,3,2,128,4,1,5000,18,0,0,50,0,1,0,0,1,1.8,3.003953901,0.9680385288966724,5,0,1,1,1,0,0,265,0,2,1,1,1,0,0,1,0,20,0,0,1,0,0,0,0,0,1
176,176,4,429586,134040,69774,102996,122806,0,6.7,1080,2412,394,90,0,600,0,120,161.05,74.55,6.78,166,0,1,1,2,2,3,1,429586,8,3,2,256,4,0,4500,35,0,0,108,0,1,0,0,1,2.1,3.003953901,0.9680385288966724,50,0,1,0,0,0,1,113,1,2,1,1,0,0,0,1,0,18,0,0,1,0,0,0,0,0,1
177,177,17,707480,221883,181582,134320,169695,0,6.7,1080,2412,394,120,1,700,1,240,161.7,76.3,8.6,190,4,1,1,1,4,3,1,707480,8,3,2,128,4,0,5000,45,0,0,50,0,1,0,1,2,2.2,2.74,0.8,32,0,1,0,0,0,1,174,1,2,2,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
178,178,2,454863,146064,100468,93251,115080,0,6.57,1080,2400,401,60,0,600,1,120,163.7,74.8,7.9,192,0,2,1,1,0,2,1,454863,6,3,2,128,3,0,4160,20,0,0,48,0,2,0,1,2,2.5,5,1,16,0,1,1,1,0,1,1513,1,2,1,1,1,0,0,1,0,20,1,1,1,0,0,0,0,0,1
179,179,3,559333,193551,109871,126145,129766,2,6.6,1080,2400,399,120,0,600,0,120,162.83,73.77,9.19,202,1,1,1,2,0,2,1,559333,8,3,2,256,4,1,5000,20,0,0,50,0,1,0,1,2,2.5,4,1.12,16,0,1,1,0,1,1,448,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
180,180,0,270545,90479,41484,67690,70892,2,6.78,1080,2460,396,90,0,500,0,120,168.6,76.6,8.3,196,0,1,1,2,0,3,1,270545,8,3,2,128,1,1,5000,33,0,1,50,0,4,0,0,1,2.2,3.003953901,0.9680385288966724,32,0,0,1,1,0,0,265,0,2,1,1,1,0,0,0,1,7,1,1,1,0,0,0,0,0,1
181,181,5,737495,208809,204264,140912,183510,5,7.6,1768,2208,373,120,1,700,1,120,159.2,128.2,6.9,279,0,2,2,2,4,3,1,737495,12,4,4,256,6,0,4500,25,1,1,12,1,2,0,2,2,2.2,3.2,1.22,10,1,1,0,0,1,2,1451,6,4,1,1,1,1,1,0,1,20,1,1,1,1,1,1,0,0,1
182,182,5,1615704,407197,585008,335856,287643,5,6.7,1440,3120,513,120,1,2600,1,120,158.5,75.9,7.7,196,8,2,2,1,12,3,1,1615704,12,5,4,256,7,0,4900,45,1,1,50,0,1,2,2,2,2.2,3.2,1.12,12,1,1,0,0,1,2,234,3,4,2,1,1,1,1,0,1,20,1,1,1,1,1,1,0,1,0
183,183,1,901385,270120,281241,140631,209393,1,6.1,1080,2400,429,90,0,700,1,120,152,72.9,9,193.5,7,1,2,1,4,2,1,901385,8,4,4,128,6,0,4385,18,1,0,64,0,2,0,2,2,2.2,3.06,1.12,13,1,1,0,0,1,1,479,1,4,1,1,1,1,0,0,1,20,1,1,1,1,0,0,0,0,1
184,184,6,751799,242521,196618,140544,172176,0,6.55,1080,2400,402,90,0,1300,1,120,160.2,72.9,8.5,180,0,2,2,1,4,3,1,751799,8,3,2,128,5,0,4300,30,0,0,48,0,2,0,2,4,2,3,1,16,0,1,0,0,1,2,1604,2,2,1,1,1,1,1,0,1,20,1,1,1,0,0,0,0,0,1
185,185,3,1302183,340105,482159,225387,254532,1,6.67,1080,2400,394,144,0,600,1,360,161.76,73.5,8.39,198.5,2,2,2,1,6,3,1,1302183,8,4,4,128,6,0,4610,125,1,1,200,1,2,2,2,2,2.2,2.8,0.61,60,0,1,0,0,1,2,721,3,4,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
186,186,13,774064,261761,190982,160994,160327,1,6.82,1260,2720,440,120,1,750,1,300,163.65,79,8.1,225,8,2,2,1,0,1,1,774064,12,4,4,256,7,2,5000,88,1,1,50,1,2,0,2,2,2.4,0,1.6,13,0,1,0,0,0,2,387,3,4,2,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
187,187,14,677094,214687,120996,185996,155415,1,6.7,1080,2412,394,120,1,2000,0,240,161.34,73.91,8.23,188,5,2,1,1,0,2,1,677094,8,3,2,128,6,0,5200,45,0,0,50,0,1,0,1,2,2.5,4,1.12,32,0,1,0,0,1,1,21,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
188,188,17,1181365,306019,434901,225819,214626,0,6.7,1080,2412,394,120,1,600,1,360,162.1,76.4,8.6,201.2,4,2,2,1,6,3,1,1181365,8,4,4,128,6,0,4700,45,1,1,50,0,1,0,2,2,2.5,2.74,0.8,32,0,1,0,0,0,2,418,2,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
189,189,12,851130,267119,265108,156022,162881,0,6.78,1260,2800,453,120,1,4500,1,300,164.16,74.93,7.58,190,8,2,1,1,4,3,1,851130,8,3,2,256,4,0,5500,80,0,1,50,0,2,0,1,2,2,2.76,0.64,50,1,1,0,0,0,1,52,2,4,1,1,1,0,0,0,0,18,1,1,1,0,0,0,0,0,1
190,190,6,362813,118157,70569,79309,94778,2,6.49,1080,2400,405,90,0,450,0,120,163,74.7,9,190,0,1,1,3,0,2,1,362813,6,3,2,128,3,1,4300,30,0,0,64,0,1,0,1,2,2.1,1.72,0.8,16,0,1,1,0,1,1,1390,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
191,191,5,147439,52120,18126,39276,37917,7,6.5,720,1600,270,60,0,450,0,120,164,75.8,8.9,205,0,1,1,2,0,3,0,147439,3,2,2,32,1,1,5000,15,0,0,48,0,1,0,0,1,2,2,0.8,8,0,0,1,1,1,0,1360,0,2,1,1,1,0,0,1,0,7,1,0,0,0,0,0,0,0,1
192,192,2,122563,44741,17272,31679,28871,2,6.53,720,1600,269,60,0,400,0,120,164.9,77,9,194,0,1,1,0,0,3,0,122563,2,3,2,32,1,1,5000,10,0,0,13,0,1,0,0,1,2.2,3.003953901,1.12,5,0,0,1,1,0,0,1482,0,2,1,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1
193,193,9,776461,198469,272136,131615,174241,0,6.55,1080,2400,402,90,0,500,1,240,159.9,72.5,8,184,0,2,2,1,4,3,1,776461,12,3,4,256,6,0,4500,65,0,1,50,0,2,0,2,2,2.4,2.8,0.8,32,0,1,0,0,1,2,1270,3,2,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,0,1
194,194,14,773824,252935,183436,155736,181717,1,6.7,1080,2412,394,120,1,2000,0,240,161.34,73.91,8.23,190,5,2,1,1,0,2,1,773824,8,3,2,128,6,0,5200,80,0,0,50,1,1,0,1,2,2.5,2.74,0.8,32,0,1,0,0,1,1,21,1,4,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
195,195,14,662355,208243,120794,174635,158683,0,6.7,1080,2412,394,120,0,950,0,240,161.47,74.02,8.75,196,5,0,0,1,0,2,1,662355,8,3,2,128,6,0,5000,67,0,0,50,1,1,0,1,2,2.4,4,0.8,32,0,1,0,0,1,1,234,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,1,0
196,196,12,2022964,489247,842051,348929,342737,0,6.78,1260,2800,453,120,1,3000,1,300,164.05,75.19,8.49,206,8,2,2,1,18,3,1,2022964,12,5,4,256,7,0,5000,120,0,1,50,1,1,0,2,2,2,2.8,0.8,32,0,1,0,0,1,2,295,2,4,2,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
197,197,3,454760,154215,84240,102248,114057,4,6.5,1080,2400,402,120,1,1300,0,240,160,74.4,7.6,168.3,4,1,1,1,0,3,1,454760,12,3,2,256,4,1,5000,30,0,0,50,0,1,0,0,2,2.5,3.06,1,16,0,1,1,1,1,1,356,0,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
198,198,4,248602,89924,34025,59171,65482,2,6.59,1080,2340,391,60,0,460,0,120,163.5,77.3,8.8,196.8,0,1,1,3,1,3,0,248602,4,3,2,128,1,1,4000,10,0,0,48,0,1,0,0,2,2.2,3,1,16,0,1,1,1,0,1,1817,,2,1,1,1,0,0,1,0,4,1,1,1,0,0,0,0,0,1
199,199,2,241410,87028,34315,62211,57856,2,6.53,1080,2340,395,60,0,400,0,120,162.3,77.3,9.6,198,0,1,1,2,0,2,1,241410,4,3,2,64,4,1,6000,18,0,1,48,0,1,0,0,1,2,4,1.12,8,0,0,1,1,0,0,1329,0,2,1,1,1,0,0,0,1,13,1,0,1,0,0,0,0,0,1
200,200,13,900765,279677,200982,225491,194615,1,6.82,1260,2720,440,120,1,600,1,300,163.7,79,8.1,225,8,2,2,1,0,1,1,900765,16,4,4,512,7,2,5000,88,1,1,48,0,1,0,2,2,2.4,3.003953901,0.9680385288966724,13,0,1,0,0,0,2,356,4,4,2,1,1,0,1,0,1,20,1,1,1,1,0,0,0,1,0
201,201,5,208801,71364,24988,53970,58479,3,6.4,1080,2340,403,60,0,616,0,120,158.5,74.7,7.7,165,0,1,1,3,0,2,0,208801,3,3,2,32,1,1,4000,15,0,0,16,0,1,0,0,1,2,3.06,1,16,0,0,1,1,1,1,2001,1,2,1,0,1,0,0,1,0,10,1,1,1,0,1,1,0,0,1
202,202,2,266334,86964,36173,68045,75152,2,6.79,1080,2460,396,90,0,550,0,120,168.6,76.28,8.17,198.5,3,1,1,2,0,3,1,266334,4,3,2,128,1,1,5000,18,0,0,50,0,1,0,0,1,2.1,2.8,1.14,8,0,0,1,1,0,0,448,0,2,1,1,1,0,0,1,0,7,0,0,1,0,0,0,0,0,1
203,203,14,294782,99824,40210,80648,74100,2,6.6,1080,2412,401,90,0,480,0,180,164.4,75.7,8.4,190,0,1,1,2,0,3,1,294782,4,3,2,64,3,1,5000,33,0,0,50,0,1,0,0,1,2.1,3.13,1,16,0,0,1,0,1,1,964,0,2,1,1,1,0,0,0,1,20,1,0,1,0,0,0,0,0,1
204,204,9,355209,120734,43372,118022,73081,0,6.67,1080,2400,395,120,1,1200,0,180,163.1,75.8,7.76,187,4,1,1,2,0,3,1,355209,8,3,2,256,4,1,5000,45,0,1,50,0,1,0,0,1,2.4,2.74,0.9680385288966724,32,0,0,0,0,1,0,52,,2,1,1,0,0,0,0,1,20,1,1,0,0,0,0,0,0,1
205,205,2,726818,219624,193800,141399,171995,0,6.67,1080,2340,386,90,0,800,1,180,162.6,74.8,9,208,0,2,2,1,4,3,1,726818,8,4,2,256,5,0,4780,30,1,1,108,0,1,2,2,2,2.2,3,0.9,20,0,1,0,0,0,2,1543,3,2,1,1,1,1,0,0,1,22,1,1,1,1,1,1,0,0,1
206,206,15,2149033,469041,889685,412921,377386,0,6.78,1080,2400,388,165,1,2500,1,120,163.8,76.8,8.9,225,8,2,2,1,12,3,1,2149033,12,5,4,256,7,0,5500,65,1,1,50,1,1,1,2,2,2.5,3.2,1,32,0,1,1,0,1,2,234,4,2,1,1,1,0,1,0,1,18,1,1,1,0,0,0,0,1,0
207,207,14,607696,187903,179237,105750,134806,3,6.43,1080,2400,402,120,0,630,1,360,159.2,73.5,8.7,174,0,1,1,1,0,3,1,607696,6,3,2,128,4,0,4300,65,0,0,64,0,1,0,1,2,2.5,2.74,0.8,32,0,1,1,0,0,1,1148,1,2,1,1,1,0,0,1,0,20,1,1,1,0,0,0,0,1,0
208,208,5,147707,55930,16131,36756,38890,7,6.5,720,1600,270,60,0,400,0,120,164.2,75.9,9.1,188,0,1,1,0,0,3,0,147707,3,3,2,32,1,1,5000,10,0,0,13,0,1,0,0,1,2.2,3.003953901,0.9680385288966724,5,0,0,1,0,0,0,660,0,2,1,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1
209,209,12,438348,159023,80671,95672,102982,0,6.78,1080,2400,388,120,0,1300,0,120,164.44,74.92,7.49,183,4,1,1,1,0,3,1,438348,8,3,2,128,4,0,5000,44,0,1,64,0,1,0,0,1,2.5,3.003953901,0.9680385288966724,16,0,1,0,0,0,1,82,1,2,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
210,210,5,1852243,439300,794881,319119,298943,5,6.7,1080,2640,426,120,1,1600,1,120,165.1,71.9,6.9,187,8,2,2,2,12,3,1,1852243,12,4,4,256,7,0,4000,25,1,1,50,0,1,0,2,2,2.2,3,1.22,10,1,1,0,0,1,2,52,4,4,2,1,1,0,0,0,1,20,1,1,1,1,1,1,0,1,0
211,211,1,1183110,311982,442023,200125,228980,1,8,2076,2152,373,120,1,2700,1,120,155.2,150.2,5.1,257,0,2,2,2,0,2,1,1183110,16,5,4,256,7,0,4650,45,1,0,48,1,1,0,2,2,2.2,3.94,1.22,10,1,1,0,0,1,2,-10,6,4,2,1,1,1,1,0,1,20,1,1,1,0,0,0,0,1,0
212,212,5,429652,156675,64016,85016,123935,7,6.6,1080,2408,400,90,0,450,0,120,166.8,77.2,9.4,206,0,1,1,2,0,2,1,429652,4,3,2,64,4,1,6000,15,0,0,50,0,1,0,0,1,2,3.003953901,0.9680385288966724,13,0,1,1,1,1,0,540,0,2,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
213,213,5,796383,241998,215392,158716,180277,5,6.8,1440,3088,500,120,1,830,1,120,163.3,77.9,8.9,228,8,2,2,1,4,2,1,796383,8,4,4,128,6,0,5000,45,1,1,108,0,1,1,2,2,2.2,2.82,0.7,40,1,1,0,0,1,2,905,4,4,2,1,1,1,1,0,1,20,1,1,1,1,1,1,0,1,0
214,214,3,471522,155892,78906,106020,130704,2,6.5,1080,2400,405,120,1,560,0,240,161.56,73.82,8.89,177,2,1,1,2,0,3,1,471522,8,3,2,128,4,1,5000,33,0,1,50,0,1,0,0,2,2.4,3.003953901,1,16,1,1,1,1,1,1,356,0,2,1,1,1,1,0,0,1,18,1,1,1,0,0,0,0,0,1
215,215,3,1222503,337426,454632,204433,226012,1,6.7,1080,2400,393,144,0,600,1,360,163.06,75.95,8.79,196,2,2,1,2,6,2,1,1222503,8,4,4,128,6,0,4800,68,1,1,50,0,2,1,2,2,2.2,2.8,0.6,60,0,1,0,0,1,2,905,3,4,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
216,216,2,393210,127203,62717,96540,106750,2,6.74,720,1600,260,90,0,600,0,120,168,78,8.09,195,0,1,1,2,2,3,1,393210,4,3,2,128,4,1,5000,18,0,0,50,0,1,0,0,1,1.8,3.003953901,0.9680385288966724,5,0,1,1,1,0,0,265,0,2,1,1,1,0,0,1,0,20,0,0,1,0,0,0,0,0,1
217,217,9,655055,191233,186866,126782,150174,0,6.4,1080,2400,411,90,0,600,0,180,160.6,73.4,7.7,179,0,1,1,1,0,3,1,655055,8,3,2,128,6,0,4500,80,0,1,50,0,2,0,1,2,2.4,2.74,0.8,32,0,1,0,0,1,2,813,1,2,1,1,1,0,0,1,0,20,1,1,1,0,0,0,0,1,0
218,218,2,1569435,377961,603214,309072,279188,0,6.67,1440,3200,526,120,1,4000,1,480,160.86,74.95,8.21,209,0,2,2,1,8,3,1,1569435,12,5,4,256,7,0,5000,120,0,0,50,0,1,1,2,2,2.4,3.06,1,16,0,1,0,0,1,2,113,1,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
219,219,0,268666,80372,23332,101820,63142,2,6.56,720,1612,269,90,0,480,0,120,163.6,75.6,8.3,190,0,1,1,2,1,3,0,268666,4,3,2,128,4,1,5000,18,0,1,50,0,4,0,0,1,2.2,3.003953901,0.9680385288966724,32,0,0,1,1,0,0,265,0,2,1,1,1,0,0,0,0,7,1,0,1,0,0,0,0,0,1
220,220,2,1524921,389140,596405,297015,242361,0,6.73,1440,3200,522,120,1,1300,1,240,163.18,74.64,9.06,227,8,4,2,1,8,3,1,1524921,12,5,4,256,7,0,5000,90,1,1,50,0,2,1,2,2,2,3.14,0.7,32,0,1,0,0,1,2,509,5,2,2,1,1,1,1,0,1,20,1,1,1,1,0,0,0,1,0
221,221,8,2290773,516397,904492,457734,412150,0,6.8,1116,2480,400,120,0,1600,1,960,164,76.4,8.9,229,0,0,2,1,12,3,1,2290773,16,5,4,256,7,0,5500,165,0,0,50,0,1,2,2,2,2,3.06,1.12,16,0,1,1,0,1,2,295,3,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,1,0,0
222,222,12,2056289,489327,847545,392007,327410,0,6.78,1260,2800,453,120,1,3000,1,300,164.12,75.78,7.8,203,9,2,2,1,18,3,1,2056289,12,5,4,256,7,0,5100,100,0,1,50,1,1,0,2,2,2,2.8,0.8,32,0,1,0,0,1,2,113,,4,2,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
223,223,2,154633,55294,11263,42966,45110,6,6.53,720,1600,269,60,0,400,0,120,164.9,77,9,194,0,1,1,3,0,3,0,154633,2,3,2,32,1,1,5000,10,0,0,13,0,1,0,0,1,2.2,3.003953901,1,5,0,0,1,1,0,0,905,0,2,1,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1
224,224,1,422755,126747,100925,86765,108318,1,6.2,1080,2340,413,60,0,700,1,120,153.9,74,8.2,168,0,1,1,3,0,2,1,422755,6,3,2,128,3,0,3885,18,0,0,12,0,2,0,2,2,2,4,1.12,8,1,1,1,0,1,1,1390,1,2,1,1,1,1,0,0,1,20,1,1,1,1,0,0,0,0,1
225,225,9,453163,112688,107979,106261,126235,1,6.7,1080,2412,394,120,0,800,1,240,162.4,74.3,7.99,182,0,2,1,1,0,3,1,453163,8,3,2,128,4,1,5000,67,0,1,50,1,1,0,2,2,2.4,2.74,0.8,32,0,1,0,0,0,1,234,1,4,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
