Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,Flash,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Proximity sensor,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Always-On Display,DC Dimming,DCI-P3,Speakers,Launch price category
5,929997,254488,305695,170934,198879,4,6.693934961569235,1080,2400,394,120,1,1267,1,161.45147969255387,75.4786992313847,7.836390230584588,199.83826564184628,8,2,2,1,0,2,5,1,8,4,2,128,6,0,4800,27,1,1,13,0,1,0,2,2,2.2080867179076864,3.2197832052307844,1.2030178923938588,10.88953896984549,1,1,0,0,1,2,1282,3,1,1,1,1,0,23,1,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
9,2089152,461558,892824,390895,339032,0,6.658478413668031,1370,3046,500,120,1,3000,1,160.8304906534494,74.41371784771172,8.910662889685787,218.58386402868834,8,2,2,1,12,3,4,1,10,5,4,256,7,0,5242,82,1,1,50,0,2,1,2,2,2.3553314448428937,2.8294409064754107,0.7,44.79193201434417,0,1,0,0,1,2,165,4,2,1,0,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
9,2053523,447412,872542,390780,342787,0,6.815564367167527,1420,3127,503,120,1,4333,1,164.27227729479705,76.09798044485312,9.43457441572102,221.44356328324733,8,2,2,1,12,3,4,1,12,5,4,256,7,0,5044,100,1,1,50,0,1,0,2,2,2.3556436716752676,2.74665344924871,0.8,32.0,0,1,0,0,1,2,240,4,2,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
12,1601558,421810,606463,287986,285297,0,6.797573460074631,1238,2764,445,145,0,1939,1,169.39744068470068,76.64853079850738,9.772796197761076,229.77393346081882,5,2,2,1,8,3,4,1,12,5,4,256,7,0,5560,80,0,1,50,0,1,0,2,2,2.456066349813423,2.997905209141746,0.9794123194029536,32.0,0,1,0,0,1,2,505,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
5,641067,180646,197186,130660,132574,3,6.339484239299382,1440,3040,527,60,0,1203,1,156.04676214201746,73.35363895135903,7.8,171.36905435796288,8,2,2,1,0,2,8,1,8,3,2,128,3,1,3958,15,1,1,12,1,2,0,2,4,1.9,2.65,1.22,10.0,0,0,1,0,1,2,2001,4,2,1,1,1,0,20,1,1,1,1,1,1,0,0,0,1,0,1,1.0,3.0
8,2075441,446543,881404,396653,350839,0,6.817915271913471,1406,3096,498,120,0,4197,1,164.26872907870208,76.2208472808653,9.437458157404112,221.83389123461185,7,1,2,1,12,3,4,1,12,5,4,282,7,0,5052,106,0,0,50,0,1,0,2,2,2.3583054382694075,2.7733556493844738,0.8333556493844738,30.33221753077631,0,1,0,0,1,2,215,3,2,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
11,758031,199627,253470,140569,164364,0,6.576231488840894,1157,2557,427,105,0,526,1,159.32290724550032,72.65738893304537,8.262314888408945,189.77092754499677,4,2,2,1,4,2,5,1,9,3,2,188,6,1,4426,65,0,1,50,0,2,0,2,2,2.4,2.9364037419726507,0.9678815285817244,22.032034240460124,0,0,0,0,1,2,1189,3,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
5,668359,186140,194441,130281,157494,2,6.396972611056059,1440,3095,534,86,0,1252,1,156.6255561915637,72.14689771209447,8.10570709961653,175.34242597699188,8,2,2,1,1,2,7,1,8,3,2,128,3,0,3884,21,1,1,27,0,2,0,2,3,2.1620346568141695,2.8290570154896826,1.1239206258348045,12.620346568141699,0,0,0,0,1,2,1827,3,1,1,1,1,1,20,1,1,1,1,1,1,0,0,1,1,0,1,1.0,3.0
2,712581,215761,189832,140059,166927,1,6.52689256062028,1189,2601,439,99,0,800,1,159.2811253420448,73.06444169262892,8.66506769506874,194.29822388917574,2,2,2,1,3,2,7,1,8,4,2,217,5,0,4542,28,1,1,78,0,1,1,2,2,2.2,3.0608967827147744,0.9974348523436392,16.955160864261273,0,0,0,0,0,2,1571,2,1,1,1,1,0,22,1,1,1,1,0,0,0,0,1,1,0,1,1.0,3.0
5,1931678,432084,784560,390379,324654,0,6.7336144982683575,1389,3052,496,120,1,1739,1,161.02889729318423,75.07547643708945,8.934036245670892,212.6154329164886,5,2,2,1,12,3,4,1,11,5,4,238,7,0,5204,89,1,1,50,0,1,1,2,2,2.372133709118825,2.804092469026703,0.8445860654098802,29.213370911882485,1,1,0,0,1,2,207,4,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,0,1,1.0,3.0
12,2144553,484989,901147,429294,329122,0,6.78,1331,2958,478,129,1,3000,1,164.27943792001886,75.32746991448667,8.77945773516168,217.08834758555633,8,1,2,1,15,3,4,1,13,5,4,256,7,0,5281,107,1,1,50,0,1,2,2,2,2.1977913103610915,2.9186747862166547,0.8791165241444365,25.670678068445078,0,1,0,0,1,2,295,3,1,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
7,1488712,358497,543604,293300,293308,0,6.729382520043184,1177,2615,426,140,0,868,1,162.73093757568788,74.28611577838988,8.994880818476254,209.3971169319248,8,2,2,1,8,3,4,1,8,4,4,373,7,0,4975,96,1,1,50,0,2,1,2,2,2.361952327390502,2.8,0.7125698073473179,44.88444944355315,0,1,0,0,1,2,560,4,1,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
3,1165372,368083,382229,191360,223699,1,6.5375510202121845,1290,2871,480,120,0,2075,1,159.3307142817702,74.79428571222793,8.860918367420432,204.06530611167014,8,1,2,1,1,2,4,1,11,4,4,128,6,0,4897,30,0,1,50,0,1,0,2,2,2.260918367420431,3.065479591795089,1.22,10.804591837102155,0,1,0,0,0,2,412,4,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
6,1224350,331106,439078,208785,245380,1,6.134287857665211,1080,2513,445,121,0,647,1,156.40345379186064,67.51146054350608,8.233716393370791,173.37151430660845,7,2,1,2,6,2,4,1,8,4,4,128,6,0,4988,32,1,1,14,0,2,0,2,2,2.0114292858884038,2.894285357055798,1.2128548208626877,14.743028613216907,0,1,0,0,1,2,731,4,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
3,398838,110857,117420,85672,84888,2,6.3,1440,2960,522,60,0,459,0,160.69489459919842,75.56215561367178,8.319205826541975,190.5875201313739,4,2,2,3,0,2,10,0,5,3,2,64,3,0,3352,16,1,0,12,0,1,0,1,2,1.7401134533511464,3.4395461865954147,1.2922042160320635,8.0,0,0,0,0,0,2,2376,2,1,1,1,0,1,16,1,1,1,1,0,0,0,0,1,1,0,0,0.401134533511464,3.0
5,772840,220241,242073,147943,162582,3,6.7,1080,2473,403,78,0,676,1,162.9429462946253,74.28435479911911,7.872698906255587,189.25306439735735,5,1,2,1,2,2,6,1,8,4,2,216,6,0,3994,25,1,1,12,0,1,0,2,3,2.2610430133920594,3.2,1.22,10.0,1,1,0,0,1,2,1370,4,2,1,1,1,0,20,1,1,1,1,1,1,0,0,0,1,0,1,1.0,3.0
11,2137885,478268,906809,397938,354868,0,6.782390643219695,1401,3113,503,120,0,2832,1,164.08804678390152,75.69562572878779,9.164140351704576,229.0,7,1,2,1,12,3,4,1,12,5,4,256,7,0,5500,90,0,0,50,0,1,2,2,2,2.440233919507629,2.7958596482954223,0.7502035076135918,45.935906526518764,0,1,0,0,1,2,134,3,2,1,0,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
3,436158,134873,106122,92383,102779,2,5.937047833693655,1304,2659,496,60,0,551,1,153.40442560167241,71.69638266954924,8.274612428880276,173.59851597348552,8,2,2,3,0,2,10,1,5,3,2,64,3,0,3280,16,1,0,12,0,2,0,1,3,1.7375645951866208,3.4497416192535173,1.2876162713359172,8.0,0,0,0,0,0,2,2273,2,1,1,1,0,0,17,1,1,1,1,0,0,0,0,1,1,0,0,1.0,3.0
5,1512513,372454,582297,299176,258586,0,6.702519705442149,1133,2518,411,151,1,500,1,162.02029402578773,74.15668585349398,8.811725264378286,203.68579392052777,8,2,2,1,8,3,4,1,10,4,4,256,7,0,4679,123,1,1,50,0,2,1,2,2,2.2886901057513143,2.8,0.6661704003091656,51.72225679654401,0,1,0,0,1,2,544,4,1,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
11,2109120,469814,903201,389185,346919,0,6.784219770393211,1440,3196,516,120,1,3158,1,164.12109885196605,75.66329655589816,9.23164827794908,228.15604592135784,8,2,2,1,12,3,4,1,12,5,4,256,7,0,5447,82,1,1,50,0,1,1,2,2,2.489450574016973,2.7578901148033945,0.7105494259830271,48.10110332305513,0,1,0,0,1,2,125,4,2,1,0,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
4,1224439,326784,442553,209399,245701,0,6.387616779404233,1244,2830,481,120,0,796,1,159.4696627356701,70.46966273567011,8.410005902422139,186.60910625545313,4,2,2,1,6,2,4,1,8,4,3,128,6,0,4817,71,1,1,29,0,2,0,2,2,2.228267285241455,3.0095682969158983,0.9989059862343994,21.130691409658205,0,1,0,0,1,2,846,3,1,1,1,1,0,20,1,1,1,1,0,0,0,0,0,1,0,1,1.0,3.0
11,2155059,482551,906549,404655,361303,0,6.784368808744337,1369,3042,491,120,0,2694,1,164.07815595627832,75.77475234977346,9.13446786883495,229.0,7,1,2,1,12,3,4,1,12,5,4,256,7,0,5500,98,0,0,50,0,1,2,2,2,2.390779781391583,2.82553213116505,0.7917449836310702,42.573025134627656,0,1,0,0,1,2,152,3,2,1,0,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
3,1565066,386818,562204,346564,269479,4,6.7,1161,2682,437,134,1,1666,1,162.76603979148146,72.19174502606482,7.891933088620378,192.83490052129633,4,3,2,1,8,3,4,1,10,4,4,405,7,0,4166,83,1,1,34,0,1,0,2,2,2.02495298436111,2.859962387488888,0.8815757697648123,33.33960208518535,1,1,0,0,1,2,227,4,2,1,1,0,0,18,1,1,1,0,0,0,0,1,0,0,0,1,1.0,3.0
5,962905,259976,304203,178438,220286,0,6.703501592232434,1414,3154,514,120,1,511,1,162.98990446605396,73.82176750805415,8.59495223302698,196.2996815535132,7,2,2,1,4,2,4,1,8,4,4,142,6,0,4570,65,0,1,48,0,2,1,2,2,2.0,2.9946369449945665,0.9962694653682476,15.533121035675473,0,1,0,0,1,2,1184,2,1,1,1,0,1,20,1,1,1,0,0,0,0,0,1,1,1,1,1.0,3.0
3,973797,267572,296290,189568,220366,1,6.720269649369842,1294,2828,462,120,1,567,1,162.2108625525132,75.62973800840211,8.1567795231058,197.1625553991002,2,2,2,1,6,2,4,1,9,4,4,214,6,0,5068,54,0,1,52,1,2,0,2,2,2.0,2.6297380084021094,1.049760977534201,11.708089481095254,0,1,0,0,1,2,707,4,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
2,1219558,321204,447111,209344,241898,0,6.714128565888913,1396,3095,505,120,1,946,1,162.84305468085583,74.7465055456408,8.530586768017287,202.90120840769393,0,2,2,1,6,2,4,1,8,4,2,128,6,0,4587,110,1,1,50,0,1,1,2,2,2.463373613589798,3.1522087954700675,0.7634857364443501,29.314064996585188,0,1,0,0,1,2,984,2,2,1,1,1,0,20,1,1,1,1,0,0,0,1,0,1,0,1,1.0,3.0
15,1549215,389592,607615,294540,257466,1,6.226416140746198,1080,2417,427,151,0,1242,1,155.94189270903985,71.27105075888507,9.720668054269279,195.87195515115732,6,1,2,1,8,3,4,1,9,5,4,173,7,0,4905,42,0,1,50,0,1,1,2,2,2.5,3.2,0.8496450919923295,32.0,0,1,1,0,0,2,439,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
5,654304,175133,197529,126848,154793,4,6.127951467536273,1440,3040,548,60,0,1213,1,150.6174210000977,70.74473476628071,7.8,158.67708805217643,8,2,2,1,0,2,8,1,8,3,2,128,3,1,3465,15,1,1,12,1,2,0,2,4,1.9,2.65,1.22,10.0,0,0,1,0,1,2,2001,4,2,1,1,1,0,20,1,1,1,1,1,1,0,0,0,1,0,1,1.0,3.0
10,734648,203022,228893,145197,157534,0,6.619049257456925,1187,2602,432,111,0,618,1,159.83410254766162,73.34426449876926,8.636066124692318,198.53771924200026,5,2,2,1,4,2,5,1,8,4,2,128,5,1,4398,61,1,1,65,0,1,0,2,2,2.2911471002461457,3.043672065036922,1.0601309051353802,14.904925745692447,0,0,0,0,0,2,1257,3,1,1,1,1,0,20,1,1,1,1,0,0,0,0,1,1,1,1,1.0,3.0
10,603150,186993,172050,118858,125247,1,6.205692963837591,1206,2586,457,60,0,746,1,152.0946339753984,72.35123667453833,7.670461975891727,168.5230987945864,4,2,2,1,0,2,7,1,6,3,2,128,3,1,3808,19,0,0,30,1,2,0,1,2,1.9647690120541361,2.747153518081204,0.9479701493726278,24.24918265190997,0,0,1,0,1,2,1961,2,1,1,1,1,0,20,1,1,1,1,1,1,0,1,0,1,0,1,0.3523098794586377,3.0
2,1222503,337418,454628,204435,226021,0,6.700015611309859,1080,2400,393,143,0,600,1,163.06028100357747,75.94929749105633,8.789932350990608,196.00416301596252,1,2,1,1,6,2,4,1,8,4,3,128,6,0,4799,68,1,1,50,0,2,1,2,2,2.2001561130985947,2.800176928178407,0.6000520376995315,59.98542944413116,0,1,0,0,1,2,905,3,1,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
5,1115165,277735,451763,169462,216205,1,6.664743114366583,1313,2907,478,120,1,598,1,161.02561440452865,74.56988082703492,8.24743114366583,198.56087129016208,2,2,2,1,6,2,4,1,8,4,4,128,6,0,4823,67,1,1,48,0,1,1,2,3,2.2,2.9162844281670846,0.948078919660351,24.243485160648284,0,1,0,0,1,2,943,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
3,1522177,375132,601690,293707,251647,2,6.648665311928938,1080,2381,393,151,1,591,1,160.135934972589,74.67051876794767,8.28826655442355,197.78087496736788,8,2,2,1,8,3,4,1,10,5,4,256,7,0,4630,100,1,1,50,0,1,2,2,2,2.2,2.934103753589533,0.7654384416605948,45.370499608414605,1,1,0,0,1,2,526,4,2,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1,0,1,1.0,3.0
6,1217908,328100,438783,208538,242485,1,6.18232792657147,1080,2490,439,120,0,671,1,156.23051819440013,68.44897150765789,8.101206488114235,175.78708462228767,8,2,2,1,6,2,4,1,8,4,4,128,6,0,4917,32,1,1,18,0,1,0,2,2,2.032931170628588,2.9559829900686,1.2450603244057117,11.670688293714116,1,1,0,0,1,2,751,4,1,1,1,1,0,20,1,1,1,1,0,0,0,0,0,1,0,1,1.0,3.0
7,2080500,456294,887233,398364,330810,0,6.584317556137686,1328,2953,490,132,1,3000,1,159.1182778312115,73.58294873556423,8.402953979362668,199.4090730325053,8,0,2,1,12,3,4,1,12,5,4,256,7,0,4871,106,1,1,50,0,2,1,2,2,2.267044709687721,3.053408941937544,0.8602268258126325,23.45456928999293,0,1,0,0,1,2,295,2,1,1,1,1,1,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
9,1519941,375045,604986,298548,241360,2,6.283622478519237,1080,2400,420,154,0,809,1,153.6076073801227,70.96049683101799,9.007287723199223,185.09040922669254,8,1,2,1,8,3,4,1,9,5,4,190,7,0,4445,76,1,1,50,0,1,1,2,2,2.354551008592305,3.006068011456407,0.6563653025776914,45.575239198051534,0,1,0,0,0,2,462,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
8,1194223,318205,437144,208583,230289,4,6.3847052230231895,1080,2358,408,120,0,786,1,154.04755275850394,73.43175745325507,8.061345950664593,187.00333685514704,8,1,2,1,6,2,4,1,8,4,4,128,6,0,4438,40,0,1,50,0,1,1,2,2,2.292269190132919,3.144655170195984,1.22,10.615127934219458,0,1,0,0,0,2,857,4,1,1,1,1,0,20,1,1,1,0,1,1,0,0,0,1,0,1,1.0,3.0
5,1222079,323115,441953,211080,245929,0,6.506387762947227,1343,2984,500,120,0,924,1,158.99304909204528,72.84881983030961,8.77854142687135,194.57056831705174,2,1,2,1,6,2,4,1,8,4,2,128,6,0,4519,95,0,1,50,0,1,1,2,2,2.5,3.0834234099023106,0.8400944135752311,26.61175332402957,0,1,0,0,0,2,929,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
7,862948,233856,277112,175064,176914,3,6.492767698454155,1080,2366,401,125,0,800,1,159.92337153488648,75.11031380561944,8.388251044495549,192.135782379362,6,1,2,1,4,2,5,1,6,4,4,128,6,0,4866,34,0,1,24,0,1,0,2,2,2.273237656674332,3.0475981580321956,0.8781201671192878,30.046995822017806,0,1,0,0,1,2,1038,3,1,1,1,0,0,19,1,1,1,0,1,1,0,0,0,1,0,1,1.0,3.0
4,998291,278473,296229,202719,220868,1,6.623976643431054,1199,2629,436,120,1,630,1,158.80831795053686,74.67537389335264,7.766341791565414,186.96101498784967,1,2,2,1,7,2,4,1,8,4,4,234,6,0,4864,59,0,1,53,0,1,0,2,2,2.033658208434586,2.6245353712079686,1.010441387456076,11.663417915654138,0,1,0,0,1,2,601,4,2,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
4,1590834,390839,610813,312764,276416,4,6.724064064153038,1130,2685,432,120,1,521,1,164.61871871693924,72.95006825395075,7.3156520171888335,193.5629265871921,1,2,2,1,8,3,4,1,9,4,4,312,7,0,4082,33,1,1,20,0,1,0,2,2,2.156247156085386,2.890617890213465,1.1062426058220034,10.43752843914614,0,1,0,0,1,2,420,4,2,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
5,459320,135967,131459,82281,109610,2,6.332569399394798,1530,3348,580,60,0,595,1,162.03289218204566,73.00458360363122,8.367430600605202,185.02291801815608,6,2,2,2,0,2,8,1,6,3,2,92,3,1,3411,16,0,0,12,1,1,0,1,3,1.8325693993947976,3.7767591991930636,1.175810200201734,8.0,0,0,0,0,1,2,2191,2,1,1,1,0,0,18,1,1,1,1,0,0,0,0,1,1,0,0,1.0,3.0
3,900799,251471,294980,165287,189059,3,6.521150851317413,1225,2654,447,120,0,678,1,159.01145660267593,75.06537063948126,8.303836171058041,190.32659364491533,8,1,2,1,4,2,5,1,8,4,4,128,6,0,4703,27,1,1,27,1,1,0,2,2,2.119232765788392,2.8046137873692865,0.9696111918443772,23.55982402488695,0,1,0,0,1,2,1001,4,1,1,1,0,0,19,1,1,1,1,0,0,0,0,1,1,0,1,1.0,3.0
4,763343,217380,240098,147865,157999,2,6.698053232586731,1080,2396,392,61,0,612,1,161.66489224710898,75.17404310115641,8.345424572976288,193.0382759537437,7,1,2,1,2,2,7,1,8,4,2,256,5,0,4331,25,1,1,18,0,1,1,2,3,2.2,3.187021550578204,1.1992344809251259,10.648922471089815,0,1,0,0,0,2,1485,3,1,1,1,1,0,20,1,1,1,1,1,1,0,0,0,1,0,1,1.0,3.0
7,323138,94123,76762,76494,75757,2,5.652349248360607,1348,2478,502,60,0,556,0,151.94105319713083,72.70156616557374,7.725391541393434,162.84005452048993,7,2,2,2,0,2,12,0,4,2,2,56,2,0,3701,16,0,0,19,0,1,0,1,2,1.7761746241803034,3.7699099618853515,1.2282772178688883,9.82439286475255,0,0,0,0,0,2,2902,2,1,0,1,0,0,11,1,1,1,0,0,0,0,0,1,1,0,0,0.2539154139343447,3.0
8,928663,250140,305159,169225,204137,1,6.58703140942579,1080,2400,400,120,1,697,1,160.59625127540633,73.3406281885158,8.477811543445258,196.9875042513544,8,2,2,1,3,2,5,1,8,4,3,128,6,0,4800,66,1,1,40,0,1,0,2,2,2.3506247874322796,2.863438031419301,0.9036879463922125,26.568726617550773,1,1,0,0,1,2,1002,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
8,2117006,464612,880434,406250,365709,0,6.813926085456796,1341,2959,476,120,0,3619,1,164.20889128185195,76.26073914543204,9.317782563703872,223.42956581728168,5,1,2,1,12,3,4,1,13,5,4,256,7,0,5151,119,0,0,50,0,1,0,2,2,2.2785217091359153,2.8371826326912677,0.8971826326912677,27.140868365436614,0,1,0,0,1,2,252,3,2,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
5,1301501,330076,527792,197859,245772,1,6.264005763743068,1080,2485,433,126,0,706,1,156.23278022218634,69.58251175541557,8.539576823884133,186.7475352662467,6,2,2,1,7,3,4,1,8,4,4,128,6,0,4887,57,1,1,91,0,1,0,2,2,2.057545882015112,2.8925951766901776,1.0444850598539097,25.81101168362678,0,1,0,0,1,2,461,4,1,1,1,1,0,20,1,1,1,0,0,0,0,0,0,1,0,1,1.0,3.0
4,984305,268672,290505,205088,220039,0,6.703344352608388,1202,2645,433,120,1,585,1,161.23710437705125,75.07054790313514,7.93327823695806,191.740434649767,1,2,2,1,7,2,4,1,8,4,4,237,6,0,5055,68,0,1,53,0,1,0,2,2,2.0592347719813597,2.535540863188816,0.9431542190384785,14.961738599067997,0,1,0,0,1,2,594,3,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1,0,1,1.0,3.0
5,1808213,439220,699443,366077,303471,5,6.698870242524471,1439,3118,512,120,1,2600,1,158.47401557806282,75.8880245707594,7.699774048504894,195.9344740664193,8,2,2,1,8,2,4,1,11,5,4,255,7,0,4897,44,1,1,50,1,1,2,2,2,2.2,3.2,1.12,12.0,1,1,0,0,1,2,234,4,2,1,1,1,1,20,1,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
5,671704,196194,192184,134396,148929,0,6.678623214575392,1440,3133,515,103,0,1273,1,163.2457861900803,74.31996569571741,8.313253290007301,192.59725565739316,8,2,2,1,2,2,7,1,8,3,2,128,4,0,4400,25,1,1,38,0,2,0,2,2,2.339931391434829,2.950619784147133,1.0586918231405626,14.39931391434829,0,0,0,0,1,2,1709,2,1,1,1,1,0,20,1,1,1,1,1,1,0,0,0,1,0,1,1.0,3.0
5,787582,226489,239191,147137,174763,4,6.697661495583265,1083,2641,426,120,0,842,1,165.8316276819951,72.21403102650041,6.937416070667756,183.28062053000815,0,2,2,1,4,2,5,1,8,4,2,128,6,0,3324,25,1,1,12,0,1,0,2,2,2.4,3.1967260938165714,1.2176614955832652,10.070155132502041,0,0,0,0,1,2,1117,4,2,1,1,1,0,20,1,1,1,1,0,0,0,0,1,1,0,1,1.0,3.0
4,1974596,430510,818857,394444,323904,0,6.630922973873614,1341,2963,489,120,1,2175,1,158.98411136015858,74.0325408427316,8.75951483734768,208.90200064040775,6,2,2,1,12,3,4,1,10,5,4,256,7,0,5075,95,1,1,50,0,2,1,2,2,2.2355851946727077,2.8468696234627404,0.7588962986681769,32.0,1,1,0,0,1,2,240,4,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1,1,1,1.0,3.0
5,1118963,319699,406384,167380,225499,5,6.116525366450274,1080,2340,423,120,1,780,1,146.37677835506625,70.77186381108285,7.6,167.92542052121536,8,2,2,1,6,2,4,1,8,4,4,128,6,0,3726,25,1,1,50,1,1,1,2,2,2.2,3.24,1.22,10.0,1,1,0,0,1,2,932,4,2,1,1,1,0,20,1,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
5,1618514,407348,597431,320231,293503,0,6.813450712480266,1356,2958,477,120,1,1255,1,163.5556353712507,76.52746437598667,8.903521374408005,217.34507124802667,8,3,2,1,8,3,4,1,14,5,4,423,7,0,5294,77,1,1,50,0,2,0,2,2,2.138028499210673,2.582817099526404,0.7345071248026683,18.90142496053366,0,1,0,0,1,2,540,4,1,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
3,1497352,359092,582679,297898,257681,1,6.67,1080,2400,394,165,0,792,1,161.16,74.0,8.59,200.46259462119454,8,2,2,1,8,3,4,1,10,5,4,349,7,0,4782,104,1,1,50,0,2,2,2,2,2.2,2.8,0.61,60.0,1,1,0,0,1,2,498,4,2,1,1,0,0,20,1,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0
4,571643,182081,155399,94358,139803,3,5.827717819378093,1080,2299,436,80,0,465,1,147.73858909689045,69.6301658259576,8.008423270932859,162.9578836453357,6,2,2,0,1,3,7,1,6,3,2,84,4,0,3071,19,0,0,20,1,1,0,1,2,2.0,2.997404580950882,1.085896289653002,15.663069162685595,0,0,0,0,1,2,1814,2,1,1,1,1,0,18,1,1,1,1,1,1,0,0,0,1,0,1,0.6807054515547668,3.0
5,1519999,379094,617323,246795,276786,5,6.334532708341431,1080,2340,409,120,1,800,1,151.69425229185293,73.38604670841919,7.6,180.6647662504373,8,2,2,1,8,3,4,1,8,5,4,188,7,0,4275,34,1,1,50,0,1,2,2,3,2.2,3.24,1.12,12.0,1,1,0,0,1,2,568,4,2,1,1,1,0,20,1,1,1,1,1,1,0,1,0,1,0,1,1.0,3.0
9,342851,94548,87786,79028,81487,1,5.831330101256145,1241,2383,464,60,0,494,0,153.16408902525032,72.82088673417076,7.755221683542691,169.7009872148189,7,2,2,2,0,2,11,0,5,2,2,85,2,0,3820,18,0,0,27,0,1,0,1,2,1.8656650506280725,3.382118113945019,1.0970245924121604,15.492119873111259,0,0,0,0,0,2,2675,2,1,0,1,0,0,13,1,1,1,0,0,0,0,0,1,1,0,0,0.5522168354269084,3.0
4,1224434,325953,443486,209473,245521,0,6.448322646114937,1279,2895,488,120,0,826,1,160.2019874769421,71.2019874769421,8.45433082097281,189.6925788502825,3,2,2,1,6,2,4,1,8,4,2,128,6,0,4778,79,1,1,33,0,2,0,2,2,2.276446544535664,3.032694341377119,0.9459088010107697,23.05786178142656,0,1,0,0,1,2,872,2,1,1,1,1,0,20,1,1,1,1,0,0,0,0,0,1,0,1,1.0,3.0
7,1969117,446709,817082,374650,330675,2,6.567471968805224,1293,2830,471,120,1,3726,1,157.25365332311353,73.91910165372461,8.726123775370848,199.00562308948724,8,2,2,1,12,3,4,1,10,5,4,203,7,0,4592,69,1,1,50,0,1,0,2,2,2.318539344775879,2.927359507015479,0.9303370483585941,23.85393447758787,0,1,0,0,1,2,234,4,2,1,1,1,1,20,1,1,1,0,0,0,0,1,0,1,0,1,1.0,3.0
1,429332,124382,123915,88379,92654,1,6.291914667366728,1440,2960,522,60,0,418,0,158.00808533263327,76.46552535363513,7.948511995799629,184.40426663166357,0,2,2,3,1,2,10,1,4,3,2,64,3,0,3435,17,1,0,12,0,2,0,2,3,1.7919146673667286,3.232341330533086,1.385446401260111,8.0,0,0,0,0,0,2,2140,2,1,1,1,0,0,16,1,1,1,1,0,0,0,0,1,1,0,0,1.0,3.0
