Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Neural processor (NPU),Total score,RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,Flash,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Proximity sensor,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Speakers,Launch price category
2,1304206,340471,483139,238210,242386,0,6.67,1440,3200,526,120,1,550,1,480,162.78,75.44,8.59,204.0,3,2,1,1,6,3,1,1304206,8,4,4,256,6,0,5160,67,1,0,64,0,2,1,2,2,2.5,3.06,1.0,16.0,0,1,0,0,1,2,479,2,2,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,1.0
2,435037,147952,80281,92531,114273,0,6.67,1080,2400,395,120,0,700,0,360,164.19,76.1,8.12,205.0,3,2,1,2,0,3,1,435037,6,3,2,128,4,1,5000,67,0,0,108,0,1,0,0,1,2.5,3.06,1.0,16.0,0,1,1,1,1,1,905,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1.0,0.0
6,753639,237030,194865,138888,182856,0,6.55,1080,2400,402,120,0,760,1,240,160.7,74.1,8.4,188.0,0,2,2,1,4,3,1,753639,8,3,2,128,6,0,4500,65,0,0,48,0,2,0,2,2,2.0,3.06,1.0,16.0,0,1,0,0,1,2,1421,2,1,1,1,1,1,20,1,1,1,1,0,0,0,0,1,1.0,2.0
13,590073,190574,158715,112371,128413,2,6.26,1080,2340,412,60,0,500,0,120,154.3,74.0,7.8,174.0,0,2,2,2,0,3,1,590073,6,3,2,128,3,0,3750,22,0,0,48,0,1,0,1,2,2.0,2.8,0.8,32.0,0,0,0,0,0,1,1756,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0.0,0.0
5,1019212,309697,336948,159695,212872,5,6.1,1080,2340,425,120,1,780,1,240,146.0,70.6,7.6,167.0,8,2,2,1,4,2,1,1019212,8,4,4,128,6,0,3700,25,1,1,50,0,1,1,2,2,2.2,3.24,1.22,10.0,1,1,0,0,1,2,905,4,2,1,1,1,0,20,1,1,1,1,1,1,0,1,0,1.0,2.0
1,427102,122802,125452,87997,90851,1,6.3,1440,2960,522,60,0,400,0,120,158.0,76.7,7.9,184.0,0,2,2,3,2,2,1,427102,4,3,2,64,3,0,3430,18,1,0,12,0,2,0,2,3,1.8,3.2,1.4,8.0,1,0,0,0,0,2,2121,2,1,1,1,1,1,16,1,1,1,1,1,1,0,0,1,1.0,2.0
2,409383,125729,104829,75811,103014,0,6.43,1080,2400,409,60,0,450,1,120,160.5,74.5,8.3,178.8,3,1,1,2,0,3,1,409383,6,3,2,64,4,1,5000,33,0,1,64,0,1,0,1,2,2.5,3.06,1.12,13.0,0,0,1,1,0,1,1239,2,1,1,1,1,0,12,0,1,1,0,0,0,0,0,1,1.0,0.0
3,1143555,322034,366600,210728,244193,0,6.9,1080,2640,413,165,1,500,1,120,170.83,73.95,6.99,188.5,2,2,2,2,6,3,1,1143555,8,4,4,256,6,0,3800,30,1,0,12,0,1,0,2,2,2.4,3.0,0.7,32.0,1,1,0,0,1,2,448,4,1,1,1,1,0,20,1,1,1,1,0,0,0,0,1,1.0,3.0
12,618023,209189,137524,136692,134618,0,6.78,1260,2800,453,120,0,1300,1,120,164.18,74.37,7.46,186.0,8,2,1,1,0,3,1,618023,8,3,2,128,4,0,4600,80,0,0,50,0,2,0,1,2,2.0,2.76,0.9680385288966724,50.0,1,1,0,0,0,1,326,2,1,1,1,0,0,18,1,1,1,0,0,0,0,0,1,0.0,2.0
5,383153,132249,74109,72736,104059,3,6.7,1080,2400,393,90,0,400,1,120,165.0,77.4,8.4,203.0,7,1,1,1,0,2,1,383153,6,3,2,128,3,1,5000,25,0,0,64,0,1,0,1,2,2.2,2.8,0.8,32.0,0,0,1,1,1,1,1270,4,1,1,1,0,0,15,1,1,1,0,0,0,0,0,1,1.0,1.0
6,684230,201277,190401,135359,157193,0,6.78,1440,3168,513,120,0,1300,1,240,165.3,74.4,8.5,199.0,8,2,2,1,4,3,1,684230,8,4,2,128,5,0,4510,30,1,1,48,0,2,0,2,2,2.5,3.06,1.0,16.0,0,1,0,0,1,2,1604,2,1,1,1,1,1,20,1,1,1,1,1,1,0,0,1,1.0,2.0
11,408916,117265,70997,108426,112228,2,6.78,1080,2460,396,120,0,580,0,120,168.6,76.6,9.23,206.0,3,1,1,1,0,3,1,408916,8,3,2,128,4,0,7000,33,0,0,50,0,2,0,0,1,1.7,3.003953901,0.9680385288966724,8.0,0,0,1,1,1,1,143,2,1,1,1,0,0,13,1,1,1,0,0,0,0,0,1,1.0,0.0
5,879941,247034,282380,179682,170845,5,6.4,1080,2340,403,120,0,800,1,120,155.7,74.5,7.9,177.0,8,1,2,1,4,2,1,879941,6,4,4,128,6,0,4500,25,1,1,12,1,1,0,2,2,2.2,2.74,0.8,32.0,0,1,0,0,1,2,964,4,2,1,1,0,0,19,1,1,1,1,1,1,0,0,1,1.0,2.0
5,1539054,384369,603059,276564,275062,5,6.6,1080,2340,393,120,1,800,1,120,157.8,76.2,7.6,195.0,8,2,2,1,8,3,1,1539054,8,5,4,256,7,0,4700,45,1,1,50,0,1,2,2,3,2.2,3.24,1.12,12.0,1,1,0,0,1,2,568,4,2,1,1,1,1,20,1,1,1,1,1,1,0,1,0,1.0,2.0
9,914034,250353,252652,194177,216852,1,6.74,1080,2412,394,120,0,950,1,240,162.4,74.1,7.66,181.0,0,2,1,1,4,3,1,914034,12,5,4,256,6,0,4600,80,0,1,50,1,1,0,1,2,2.4,2.74,0.8,32.0,0,1,0,0,0,1,234,4,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,1.0
14,540904,168137,114289,106004,152474,3,6.4,1080,2400,411,90,0,450,1,360,160.2,73.3,7.99,182.0,0,2,1,1,2,3,1,540904,6,3,2,128,4,0,4500,60,0,1,50,0,1,0,1,2,2.4,3.13,1.0,16.0,0,1,1,0,1,1,933,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1.0,1.0
11,226742,78487,26861,58152,63242,2,6.6,720,1612,267,90,0,450,0,120,164.57,76.0,8.95,193.0,0,1,1,3,1,3,0,226742,2,3,2,64,1,1,5000,10,0,0,13,0,2,0,0,1,1.8,3.003953901,0.9680385288966724,8.0,0,0,1,1,0,0,933,2,1,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0.0,0.0
13,429415,140335,91897,93192,103991,8,6.4,1080,2310,398,60,0,450,1,120,159.2,76.3,8.7,183.0,0,1,1,2,0,0,1,429415,6,3,2,128,3,2,4200,40,0,0,48,0,1,0,0,1,2.0,3.1,1.0,16.0,0,0,1,1,0,1,1635,2,1,1,1,0,0,12,1,0,1,0,0,0,0,0,1,0.0,1.0
7,1224462,330723,438136,209049,246554,1,6.1,1080,2520,449,120,0,650,1,240,156.0,67.0,8.2,172.0,8,2,2,2,6,2,1,1224462,8,4,4,128,6,1,5000,30,1,1,12,0,2,0,2,2,2.0,2.9,1.25,12.0,1,1,1,0,1,2,721,4,1,1,1,1,0,20,1,1,1,1,0,0,0,0,1,1.0,2.0
6,938580,245236,297942,176017,220385,0,6.62,1080,2400,397,120,0,500,1,600,162.2,74.6,8.3,198.5,0,2,2,1,4,2,1,938580,8,4,4,128,6,0,4500,65,0,0,50,0,2,0,2,2,2.0,3.06,1.0,16.0,0,1,0,0,1,2,1056,2,1,1,1,1,1,20,1,1,1,1,0,0,0,1,0,1.0,2.0
15,2210469,496599,906517,426516,380837,0,6.78,1080,2400,388,165,1,2500,1,720,163.8,76.8,8.9,225.0,8,2,2,1,12,3,1,2210469,16,5,4,512,7,0,5500,65,1,1,50,1,1,1,2,2,2.5,3.2,1.12,32.0,0,1,1,0,1,2,234,2,1,1,1,0,1,18,1,1,1,0,0,0,0,1,0,1.0,3.0
15,1284953,347381,441438,231406,264728,0,6.78,1080,2448,395,165,0,800,1,720,173.0,77.0,10.4,239.0,0,2,2,1,8,3,1,1284953,12,5,4,256,6,0,6000,65,0,1,50,0,1,1,2,2,2.4,1.56,1.0,12.0,0,1,1,0,1,2,691,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,3.0
8,2288881,477242,955140,455257,401242,0,6.8,1116,2480,400,120,1,1600,1,960,164.0,76.4,8.9,229.0,0,2,2,1,12,3,1,2288881,12,5,4,256,7,0,6500,80,0,0,50,0,1,2,2,2,2.0,2.8,1.12,16.0,0,1,1,0,1,2,52,2,2,1,1,0,0,20,1,1,1,0,0,0,1,0,0,1.0,2.0
5,1223247,337583,457239,190080,238345,5,6.4,1080,2340,403,120,1,1450,1,120,158.0,76.5,8.2,209.0,8,2,2,1,6,2,1,1223247,8,4,4,128,6,0,4500,25,1,1,50,0,1,1,2,2,2.4,3.0,1.22,10.0,1,1,0,0,1,2,326,4,2,1,1,0,0,20,0,1,1,1,0,0,0,1,0,1.0,2.0
12,2132894,476415,912996,402578,340905,0,6.78,1440,3200,518,144,1,3000,1,120,164.63,75.4,8.58,205.0,8,0,2,1,12,3,1,2132894,16,5,4,256,7,0,5100,120,1,1,50,1,2,2,2,2,2.5,3.1,1.0,16.0,0,1,0,0,1,2,295,2,1,1,1,1,1,20,1,1,1,0,0,0,0,1,0,1.0,2.0
12,1503593,370139,497986,333589,301879,0,6.78,1260,2800,453,144,1,4500,1,300,163.72,75.88,7.98,194.9,4,2,1,1,8,3,1,1503593,12,5,4,256,7,0,6000,80,0,1,50,0,1,0,2,2,2.5,3.0,1.0,16.0,0,1,0,0,1,1,143,2,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,1.0
1,422755,126747,100925,86765,108318,1,6.2,1080,2340,413,60,0,700,1,120,153.9,74.0,8.2,168.0,0,1,1,3,0,2,1,422755,6,3,2,128,3,0,3885,18,0,0,12,0,2,0,2,2,2.0,4.0,1.12,8.0,1,1,1,0,1,1,1390,2,1,1,1,1,0,20,1,1,1,1,0,0,0,0,1,1.0,1.0
2,716770,209297,208395,135875,163203,0,6.67,1080,2340,386,90,0,800,1,180,162.6,74.8,9.0,208.0,0,2,2,1,4,3,1,716770,8,4,2,128,5,0,4500,50,1,1,108,1,1,2,2,4,2.0,3.0,0.9,20.0,0,1,0,0,0,2,1635,2,1,1,1,1,0,22,1,1,1,1,1,1,0,0,1,1.0,2.0
5,215672,73124,39146,47053,56349,3,6.4,720,1600,274,90,0,390,0,120,159.3,73.6,8.4,186.0,0,1,1,2,1,3,1,215672,4,3,2,64,1,1,5000,15,0,0,48,0,1,0,0,1,2.2,3.1,1.12,13.0,0,0,1,1,1,0,1178,2,1,1,0,0,0,7,0,1,1,0,0,0,0,0,1,0.0,0.0
5,131372,50286,6591,34538,39957,7,6.5,720,1600,270,60,0,500,0,120,164.0,75.9,9.1,206.0,0,1,1,0,0,3,0,131372,2,1,1,32,1,1,5000,47,0,0,13,0,1,0,0,1,2.0,3.003953901,1.12,5.0,0,0,1,1,1,0,1329,2,1,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0.0,0.0
2,391869,124893,63614,93629,109733,0,6.43,1080,2400,409,90,0,1000,0,180,159.87,73.87,8.09,176.0,0,1,1,2,0,3,1,391869,6,3,2,64,4,1,5000,33,0,0,108,0,1,0,0,1,2.4,3.06,1.0,16.0,0,0,1,0,0,1,509,2,1,1,1,0,0,13,1,1,1,0,0,0,0,0,1,1.0,1.0
2,1413398,318975,546270,304260,261533,0,6.67,1220,2712,446,120,0,1800,1,480,160.45,74.34,8.05,198.0,0,0,0,1,4,3,1,1431038,12,5,4,256,7,0,5500,90,0,0,64,0,1,0,1,2,2.4,3.06,1.0,16.0,0,1,0,0,1,2,265,2,2,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,1.0
2,245171,86965,37220,53944,67042,2,6.3,1080,2340,409,60,0,550,0,120,159.2,75.2,8.1,186.0,0,2,1,3,0,2,1,245171,3,3,2,32,1,1,4000,18,0,0,48,0,2,0,0,2,2.2,3.1,1.12,13.0,0,1,1,1,0,1,2060,2,1,1,1,1,0,13,1,1,1,0,0,0,0,0,1,0.0,0.0
2,301096,97540,53887,70527,79142,0,5.97,1080,2340,432,60,0,585,1,120,147.5,70.5,7.4,155.0,0,2,2,1,1,2,1,301096,6,3,2,64,3,0,3070,18,0,0,48,1,2,0,1,2,2.0,2.78,0.9,20.0,0,0,0,0,0,1,2001,2,1,1,1,0,1,15,1,1,1,1,1,1,0,0,1,0.0,1.0
15,2149033,469041,889685,412921,377386,0,6.78,1080,2400,388,165,1,2500,1,120,163.8,76.8,8.9,225.0,8,2,2,1,12,3,1,2149033,12,5,4,256,7,0,5500,65,1,1,50,1,1,1,2,2,2.5,3.2,1.0,32.0,0,1,1,0,1,2,234,2,1,1,1,0,1,18,1,1,1,0,0,0,0,1,0,1.0,3.0
2,398133,129962,96729,63272,108170,2,6.67,1080,2400,395,120,0,450,1,240,165.3,76.8,9.4,215.0,3,1,2,2,0,2,1,398133,6,3,2,64,3,1,5160,33,0,0,64,0,2,0,1,2,2.2,3.4,0.8,20.0,0,0,1,1,1,1,1451,2,1,1,1,0,0,15,1,1,1,0,0,0,0,0,1,1.0,0.0
11,415676,136813,66510,102902,109451,2,6.78,1080,2460,396,120,0,580,0,180,168.61,76.61,9.0,219.4,0,1,1,2,0,3,1,415676,8,3,2,128,4,1,6000,45,0,1,50,0,2,0,0,2,2.0,2.76,1.12,8.0,0,0,1,1,0,0,418,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1.0,0.0
3,274561,74416,26729,101944,71472,2,6.5,1080,2400,405,60,0,400,0,120,161.46,73.82,7.99,177.0,2,1,1,2,0,3,0,274561,4,3,2,128,4,1,5000,15,0,0,50,0,1,0,0,1,2.0,4.0,1.12,8.0,0,0,1,1,1,0,387,2,1,1,1,0,0,7,1,1,1,0,0,0,0,0,1,1.0,0.0
10,208242,71206,24730,53808,58498,2,6.5,720,1600,270,90,0,480,0,180,164.6,75.9,8.5,189.0,0,1,1,2,1,3,0,208242,3,3,2,32,1,1,5050,18,0,0,13,0,1,0,0,1,2.0,3.003953901,0.9680385288966724,8.0,0,0,1,1,0,0,905,2,1,1,1,0,0,4,1,0,0,0,0,0,0,0,1,0.0,0.0
1,842548,221486,298771,133827,188464,1,6.4,1080,2400,411,90,0,500,1,120,158.6,74.8,8.9,207.0,8,2,2,1,4,2,1,842548,8,4,4,128,6,0,4614,30,1,1,50,0,2,0,2,2,2.0,2.9,1.12,8.0,1,1,0,0,1,2,1056,2,1,1,1,1,0,20,1,1,1,1,0,0,0,0,1,1.0,2.0
14,1515248,394334,511269,320030,289615,0,6.78,1264,2780,450,120,1,6000,1,360,162.0,75.1,8.65,191.0,5,2,0,1,8,3,1,1515248,12,5,4,256,7,0,5500,120,0,0,50,0,2,0,2,2,2.5,2.74,0.8,32.0,0,1,0,0,1,1,113,4,1,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,1.0
5,125214,45078,14913,40800,24423,7,6.5,720,1600,270,60,0,400,0,120,164.2,75.9,9.1,196.0,0,1,1,0,0,2,1,125214,3,1,1,32,1,1,5000,15,0,0,13,0,1,0,0,1,2.2,3.003953901,0.9680385288966724,5.0,0,0,1,1,1,0,1329,1,1,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0.0,0.0
14,228611,75961,31322,59626,61702,2,6.5,720,1600,270,60,0,400,0,120,164.1,75.6,8.5,182.0,0,1,1,0,0,3,1,228611,2,3,2,32,4,1,5000,10,0,0,8,0,1,0,0,1,2.2,5.0,0.9680385288966724,5.0,0,0,1,0,0,0,783,1,1,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0.0,0.0
3,871452,257604,268604,150520,194724,4,6.55,1080,2400,402,144,1,600,1,360,158.48,71.99,7.45,175.0,2,2,2,1,4,2,1,871452,8,4,4,128,6,0,4400,68,0,0,50,0,2,2,2,2,2.5,2.8,0.8,32.0,0,1,0,0,1,2,721,4,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1.0,2.0
12,2152184,490601,893392,446780,321411,0,6.78,1260,2800,452,120,1,3000,1,300,164.05,75.28,8.91,225.0,8,2,2,1,18,3,1,2152184,12,5,4,256,7,0,5400,100,1,1,50,0,1,2,2,2,2.0,2.8,0.8,32.0,1,1,0,0,1,2,295,4,2,1,1,1,0,20,1,1,1,0,0,0,0,1,0,1.0,2.0
5,734625,233124,172897,151024,177580,3,6.6,1080,2340,390,120,1,1000,1,240,161.1,77.4,8.2,213.0,7,2,2,1,4,2,1,734625,8,4,4,128,6,1,5000,25,0,0,50,0,1,0,1,2,2.2,2.74,0.8,32.0,1,1,0,0,1,1,174,4,1,1,1,0,0,18,0,1,1,1,1,1,0,1,0,1.0,1.0
2,1178353,311765,436243,211003,219342,0,6.67,1080,2400,395,120,0,500,1,480,162.5,76.7,8.5,210.0,0,2,2,2,6,2,1,1178353,8,4,4,128,6,0,4700,120,0,0,64,0,2,0,2,2,2.4,2.0,0.8,20.0,0,1,0,0,1,2,874,2,2,1,1,0,0,20,0,1,1,0,0,0,0,1,0,1.0,1.0
2,393950,142796,74296,75928,100930,2,6.67,1080,2400,395,60,0,450,1,120,165.8,76.7,8.8,209.0,0,2,1,2,0,2,1,393950,4,3,2,64,3,1,5020,33,0,0,64,0,1,0,1,2,2.48,3.1,1.0,16.0,0,0,1,1,0,1,1574,2,1,1,1,1,0,12,1,1,1,0,0,0,0,0,1,0.0,0.0
5,680061,206940,180770,136999,155352,5,6.2,1440,3200,563,120,0,800,1,120,151.7,69.1,7.9,163.0,8,2,2,1,2,2,1,680061,8,4,2,128,5,1,4000,25,1,1,12,1,1,1,2,2,2.2,3.2,1.22,10.0,1,0,0,0,1,2,1635,4,2,1,1,1,0,22,1,1,1,1,0,0,0,0,1,1.0,2.0
4,1527105,382143,618652,278662,247648,1,6.78,1224,2700,437,120,0,2600,1,120,163.7,74.7,8.2,195.0,0,0,0,1,8,3,1,1527105,12,5,4,256,7,0,5000,100,1,1,50,1,1,0,2,2,2.0,2.51,0.64,50.0,0,1,0,0,1,2,295,4,1,1,1,0,1,20,1,1,1,0,0,0,0,1,0,1.0,1.0
5,454690,142354,106454,92729,113153,3,6.2,1440,2960,531,60,0,631,1,120,158.1,73.8,8.5,189.0,8,2,2,3,0,2,1,454690,6,3,2,64,3,1,3500,15,1,0,12,1,2,0,2,4,1.7,3.6,1.22,8.0,0,0,1,0,1,2,2366,3,1,1,1,0,0,18,1,1,1,1,0,0,0,0,1,1.0,2.0
4,707571,214987,168077,178183,146324,0,6.7,1200,2664,435,120,1,1000,1,120,161.9,74.1,7.8,183.0,0,1,1,1,0,2,1,707571,8,3,2,256,6,0,5000,66,0,1,200,0,2,0,1,2,2.2,1.4,1.12,50.0,1,1,0,0,0,1,448,4,1,1,1,0,1,18,1,1,1,0,0,0,0,0,1,0.0,1.0
5,143617,51263,20113,35388,36853,7,6.5,720,1600,270,60,0,400,0,120,164.2,75.9,9.1,196.0,0,1,1,2,0,3,0,143617,3,3,2,32,1,1,5000,15,0,0,13,0,1,0,0,1,2.2,3.003953901,0.9680385288966724,5.0,0,0,1,1,1,0,1117,2,1,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0.0,0.0
11,428894,131913,71029,106630,119322,0,6.78,1080,2460,396,120,0,1300,0,180,166.2,76.8,7.9,195.0,3,1,1,1,0,3,1,428894,8,3,2,256,4,0,6000,70,0,1,108,0,2,0,0,1,1.7,3.003953901,0.7,32.0,0,0,1,1,1,0,143,2,1,1,1,0,0,13,1,1,1,0,0,0,0,0,1,1.0,0.0
5,147439,52120,18126,39276,37917,7,6.5,720,1600,270,60,0,450,0,120,164.0,75.8,8.9,205.0,0,1,1,2,0,3,0,147439,3,2,2,32,1,1,5000,15,0,0,48,0,1,0,0,1,2.0,2.0,0.8,8.0,0,0,1,1,1,0,1360,2,1,1,1,0,0,7,1,0,0,0,0,0,0,0,1,0.0,0.0
2,154633,55294,11263,42966,45110,6,6.53,720,1600,269,60,0,400,0,120,164.9,77.0,9.0,194.0,0,1,1,3,0,3,0,154633,2,3,2,32,1,1,5000,10,0,0,13,0,1,0,0,1,2.2,3.003953901,1.0,5.0,0,0,1,1,0,0,905,2,1,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0.0,0.0
5,1156262,327152,435920,188655,204535,5,6.4,1080,2340,403,120,0,1450,1,120,158.0,76.5,8.2,209.0,8,2,2,1,4,2,1,1156262,8,4,4,128,6,0,4500,25,1,1,50,1,1,1,2,2,2.4,2.65,1.22,10.0,1,1,0,0,1,2,326,4,2,1,1,0,0,20,1,1,1,0,0,0,0,1,0,1.0,2.0
14,570426,174502,110012,129548,156364,0,6.7,1080,2412,394,120,0,500,1,360,161.7,73.9,8.2,183.0,0,1,1,1,0,3,1,570426,8,3,2,256,4,0,5000,67,0,0,100,0,1,0,1,2,2.5,3.1,1.0,16.0,0,1,0,0,1,1,479,2,1,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1.0,1.0
2,427408,151022,48864,117591,109931,2,6.79,1080,2460,396,90,0,550,0,120,168.6,76.3,8.2,199.0,3,1,1,2,0,2,1,427408,4,3,2,128,4,1,5000,18,0,0,50,0,1,0,0,1,2.0,3.003953901,0.9680385288966724,8.0,0,1,1,0,1,0,387,2,1,1,1,0,0,18,0,0,1,0,0,0,0,0,1,0.0,0.0
11,752312,203651,213575,156546,178540,0,6.67,1080,2400,395,120,0,500,1,120,162.7,75.9,7.8,193.0,3,1,1,1,0,3,1,752312,8,3,2,256,6,1,5000,33,0,0,64,0,1,0,1,2,2.5,2.8,0.8,32.0,0,1,1,1,0,1,479,2,2,1,1,0,0,20,1,1,1,0,0,0,0,0,1,1.0,1.0
13,372441,95187,104334,82832,90088,1,6.1,1080,2240,408,60,0,400,1,120,155.0,73.0,7.8,180.0,7,2,2,2,0,3,1,372441,6,3,2,128,3,0,4000,22,0,0,40,1,2,0,1,2,2.0,2.8,0.9,24.0,0,0,0,0,1,2,2335,2,1,1,1,1,0,18,1,1,1,0,0,0,0,0,1,1.0,2.0
2,466347,130936,158747,91990,84674,2,6.18,1080,2246,403,60,0,500,0,120,155.5,75.2,8.8,182.0,0,1,1,3,2,2,1,466347,6,3,2,64,3,1,4000,18,0,0,12,0,2,0,2,4,2.0,3.1,0.9,20.0,0,0,1,1,0,2,2213,2,1,1,1,0,0,16,1,1,1,0,0,0,0,0,1,1.0,1.0
2,606360,203725,145134,116858,140643,0,6.67,1080,2400,395,120,0,500,1,240,162.91,76.03,7.9,181.0,3,1,1,2,0,3,1,606360,6,3,2,128,4,0,5000,67,0,1,108,0,1,0,1,2,2.4,3.06,1.0,16.0,0,1,1,0,1,1,568,2,2,1,1,0,0,18,1,1,1,0,0,0,0,0,1,1.0,1.0
4,1293980,325163,469656,252814,246347,1,6.78,1224,2700,437,120,1,4000,1,120,163.3,75.2,8.2,199.0,5,2,1,1,8,3,1,1293980,12,5,4,256,7,0,5200,100,1,1,50,0,1,0,2,2,2.1,1.3,1.2,50.0,1,1,0,0,1,2,113,4,1,1,1,0,1,20,1,1,1,0,0,0,0,1,0,1.0,2.0
3,351771,122625,69314,78462,81370,2,6.5,720,1600,269,90,0,450,0,120,164.9,74.9,9.0,192.0,3,1,1,3,0,2,1,351771,4,3,2,64,3,1,5000,15,0,0,48,0,1,0,0,2,2.2,3.1,1.12,13.0,0,1,1,1,0,1,1239,2,2,1,1,0,0,12,1,1,1,0,0,0,0,0,1,0.0,1.0
13,741333,200677,236558,148683,155415,1,6.6,1228,2700,450,120,0,550,1,300,158.8,72.8,8.5,195.0,8,2,2,1,4,2,1,741333,8,4,2,128,6,2,4360,66,1,1,50,0,2,0,2,2,2.4,3.06,1.12,13.0,0,0,0,0,1,2,1117,4,2,1,1,1,0,20,1,1,1,1,0,0,0,0,1,1.0,2.0
2,232370,89267,34232,54487,54384,2,6.3,1080,2340,409,60,0,450,0,120,158.3,75.3,8.4,190.0,0,2,1,3,0,2,1,232370,3,3,2,32,1,1,4000,18,0,0,48,0,1,0,1,2,2.0,2.9,1.12,13.0,0,0,1,1,0,1,1817,2,1,1,1,0,0,12,1,1,1,0,0,0,0,0,1,0.0,0.0
2,445215,157561,52509,115134,120011,8,6.79,1080,2460,396,120,0,550,0,120,168.6,76.3,8.3,168.6,3,2,1,2,0,2,1,445215,6,3,2,128,4,1,5030,33,0,0,108,0,1,0,0,1,2.5,1.67,0.64,13.0,0,1,1,0,1,0,21,2,1,1,0,0,0,20,0,0,1,0,0,0,0,0,1,0.0,0.0
1,1152535,378836,371060,185462,217177,1,6.7,1344,2992,489,120,1,2400,1,120,162.6,76.5,8.8,213.0,8,2,2,1,0,2,1,1152535,12,5,4,128,6,0,5050,30,1,1,50,0,2,0,2,2,2.2,3.1,1.22,10.5,1,1,0,0,0,2,326,4,2,1,1,1,1,20,1,1,1,1,0,0,0,0,1,1.0,2.0
2,393646,126105,95163,75194,97184,0,6.67,1080,2400,395,120,1,450,1,240,164.0,76.5,8.1,193.0,3,2,1,2,0,2,1,393646,6,3,2,64,4,1,5020,33,0,0,108,0,1,0,1,2,2.5,3.06,1.0,16.0,0,0,1,1,1,1,1270,2,1,1,1,0,0,15,1,1,1,0,0,0,0,0,1,1.0,0.0
2,599824,193310,165228,107520,133766,0,6.39,1080,2340,403,60,0,600,1,120,156.7,74.3,8.8,191.0,0,2,2,1,2,3,1,599824,6,3,2,128,3,0,4000,27,0,0,48,1,2,0,2,2,2.2,3.4,0.8,20.0,0,0,1,1,0,2,1909,2,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1,0.0,1.0
1,1183110,311982,442023,200125,228980,1,8.0,2076,2152,373,120,1,2700,1,120,155.2,150.2,5.1,257.0,0,2,2,2,0,2,1,1183110,16,5,4,256,7,0,4650,45,1,0,48,1,1,0,2,2,2.2,3.94,1.22,10.0,1,1,0,0,1,2,-10,4,2,1,1,1,1,20,1,1,1,0,0,0,0,1,0,1.0,3.0
9,156730,56344,11446,42926,46014,2,6.51,720,1600,269,60,0,500,0,120,163.6,75.7,8.4,192.0,0,1,1,2,0,3,0,156730,4,3,2,128,1,1,5000,18,0,0,13,0,1,0,0,1,2.5,3.06,1.75,16.0,0,0,1,1,0,0,1239,2,1,1,1,0,0,7,1,0,1,0,0,0,0,0,1,0.0,0.0
10,363790,115601,85430,80632,82129,2,6.56,720,1612,269,90,0,500,0,120,165.1,75.7,8.6,195.1,2,1,1,2,0,2,1,363790,4,3,2,128,3,1,5000,20,0,0,50,0,1,0,0,2,2.0,3.003953901,1.12,8.0,0,1,1,0,0,1,387,2,1,1,1,0,0,18,1,0,0,0,0,0,0,0,1,0.0,0.0
4,1012201,259919,367772,179429,205090,1,6.81,1312,2848,460,120,0,600,1,360,163.6,74.7,9.15,215.0,8,2,2,1,6,2,1,1012201,8,4,4,256,6,0,4600,100,1,1,50,0,1,0,2,2,2.2,2.5,0.7,12.0,1,1,0,0,1,2,874,4,1,1,1,1,0,20,1,1,1,0,0,0,0,0,1,1.0,3.0
