Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Width (mm),Thickness (mm),Weight (gr),Waterproof,Frame material,Fingerprint scanner,L3 cache (mb),Lithography process (nm),RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Always-On Display,DC Dimming,DCI-P3
2,606360,203725,145134,116858,140643,0,6.67,1080,2400,395,120,0,500,1,76.03,7.9,181.0,3,1,2,0,6,6,3,2,128,4,0,67,0,1,108,0,0,1,2,2.4,3.06,1.0,16.0,0,1,1,0,1,1,568,1.0,2,2,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
5,457810,143808,105368,81867,126767,3,6.5,1080,2340,396,120,0,1000,0,77.2,8.8,208.0,7,1,2,0,5,6,3,2,128,4,1,25,0,0,50,0,0,1,1,2.0,3.00395390070922,0.9680385288966724,13.0,0,1,1,0,1,1,448,0.0,2,1,1,1,0,0,20,0,1,0,0,0,0,0,1,1,0,1
12,2077133,439782,888982,417895,330474,0,6.78,1260,2800,453,144,1,3000,1,75.8,8.1,198.5,4,2,1,12,4,12,5,4,256,7,0,120,0,1,50,1,2,2,2,2.5,3.1,1.0,16.0,0,1,0,0,1,2,295,2.0,2,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1
2,141956,54580,17708,37174,32494,2,6.53,720,1600,269,60,0,400,0,77.0,9.0,196.0,0,1,3,0,12,2,3,2,32,1,1,10,0,0,13,0,0,0,1,2.2,3.1,1.12,5.0,0,0,1,1,0,0,1451,0.0,2,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
0,940458,263143,236506,197737,243072,0,6.78,1080,2436,388,144,0,1300,0,75.43,8.15,194.0,4,1,1,4,4,8,5,4,256,6,1,45,0,1,108,0,0,2,2,2.2,1.67,0.8,32.0,0,1,0,1,1,1,143,1.0,3,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
5,414935,129606,63977,114137,101572,6,6.6,1080,2408,400,60,0,500,0,80.1,10.2,240.0,8,1,2,2,6,6,3,2,128,4,1,15,0,0,50,0,0,0,1,2.0,2.76,0.9680385288966724,5.0,1,1,1,0,1,1,234,1.0,2,1,0,0,0,0,20,1,1,1,0,0,0,0,1,0,0,0
5,133467,50498,14768,41217,26478,6,6.4,720,1560,268,60,0,450,0,76.3,8.0,177.0,0,1,3,0,14,2,1,1,32,1,1,15,0,0,13,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,1,0,1574,0.0,2,1,1,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0
14,243272,88116,23135,68922,63099,2,6.74,720,1600,260,90,0,560,0,76.7,7.99,186.0,0,1,2,0,12,4,3,2,64,1,1,33,0,0,50,0,0,0,1,2.2,5.0,1.12,5.0,0,0,1,0,0,0,387,0.0,1,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0
14,597402,182827,116089,135192,163294,1,6.7,1080,2400,395,120,0,2000,1,75.45,7.87,190.0,4,1,1,0,6,8,3,2,128,6,1,67,0,0,50,0,0,1,2,2.5,4.0,1.12,16.0,0,1,1,0,1,1,174,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
13,429415,140335,91897,93192,103991,8,6.4,1080,2310,398,60,0,450,1,76.3,8.7,183.0,0,1,2,0,7,6,3,2,128,3,2,40,0,0,48,0,0,0,1,2.0,3.1,1.0,16.0,0,0,1,1,0,1,1635,1.0,2,1,1,1,0,0,12,0,1,0,0,0,0,0,1,0,0,0
2,409507,130946,64159,104996,109406,2,6.74,720,1600,260,90,0,600,0,78.0,8.09,192.0,0,1,2,2,6,4,3,2,128,4,1,18,0,0,50,0,0,0,1,1.8,3.00395390070922,0.9680385288966724,5.0,0,1,1,1,0,0,265,0.0,2,1,1,1,0,0,20,0,1,0,0,0,0,0,1,0,0,0
4,429586,134040,69774,102996,122806,0,6.7,1080,2412,394,90,0,600,0,74.55,6.78,166.0,0,1,2,2,6,8,3,2,256,4,0,35,0,0,108,0,0,0,1,2.1,3.00395390070922,0.9680385288966724,50.0,0,1,0,0,0,1,113,1.0,2,1,1,0,0,0,18,0,1,0,0,0,0,0,1,0,0,1
17,707480,221883,181582,134320,169695,0,6.7,1080,2412,394,120,1,700,1,76.3,8.6,190.0,4,1,1,4,4,8,3,2,128,4,0,45,0,0,50,0,0,1,2,2.2,2.74,0.8,32.0,0,1,0,0,0,1,174,1.0,2,2,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1
2,454863,146064,100468,93251,115080,0,6.57,1080,2400,401,60,0,600,1,74.8,7.9,192.0,0,1,1,0,7,6,3,2,128,3,0,20,0,0,48,0,0,1,2,2.5,5.0,1.0,16.0,0,1,1,1,0,1,1513,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,0
3,559333,193551,109871,126145,129766,2,6.6,1080,2400,399,120,0,600,0,73.77,9.19,202.0,1,1,2,0,4,8,3,2,256,4,1,20,0,0,50,0,0,1,2,2.5,4.0,1.12,16.0,0,1,1,0,1,1,448,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
0,270545,90479,41484,67690,70892,2,6.78,1080,2460,396,90,0,500,0,76.6,8.3,196.0,0,1,2,0,12,8,3,2,128,1,1,33,0,1,50,0,0,0,1,2.2,3.00395390070922,0.9680385288966724,32.0,0,0,1,1,0,0,265,0.0,2,1,1,1,0,0,7,1,1,0,0,0,0,0,1,0,0,1
5,737495,208809,204264,140912,183510,5,7.6,1768,2208,373,120,1,700,1,128.2,6.9,279.0,0,2,2,4,7,12,4,4,256,6,0,25,1,1,12,1,0,2,2,2.2,3.2,1.22,10.0,1,1,0,0,1,2,1451,6.0,4,1,1,1,1,1,20,1,1,1,1,1,0,0,1,1,0,1
5,1615704,407197,585008,335856,287643,5,6.7,1440,3120,513,120,1,2600,1,75.9,7.7,196.0,8,2,1,12,4,12,5,4,256,7,0,45,1,1,50,0,2,2,2,2.2,3.2,1.12,12.0,1,1,0,0,1,2,234,3.0,4,2,1,1,1,1,20,1,1,1,1,1,0,1,0,1,0,1
1,901385,270120,281241,140631,209393,1,6.1,1080,2400,429,90,0,700,1,72.9,9.0,193.5,7,2,1,4,5,8,4,4,128,6,0,18,1,0,64,0,0,2,2,2.2,3.06,1.12,13.0,1,1,0,0,1,1,479,1.0,4,1,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1
6,751799,242521,196618,140544,172176,0,6.55,1080,2400,402,90,0,1300,1,72.9,8.5,180.0,0,2,1,4,7,8,3,2,128,5,0,30,0,0,48,0,0,2,4,2.0,3.0,1.0,16.0,0,1,0,0,1,2,1604,2.0,2,1,1,1,1,1,20,1,1,0,0,0,0,0,1,1,1,1
3,1302183,340105,482159,225387,254532,1,6.67,1080,2400,394,144,0,600,1,73.5,8.39,198.5,2,2,1,6,4,8,4,4,128,6,0,125,1,1,200,1,2,2,2,2.2,2.8,0.61,60.0,0,1,0,0,1,2,721,3.0,4,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1
13,774064,261761,190982,160994,160327,1,6.82,1260,2720,440,120,1,750,1,79.0,8.1,225.0,8,2,1,0,7,12,4,4,256,7,2,88,1,1,50,1,0,2,2,2.4,0.0,1.6,13.0,0,1,0,0,0,2,387,3.0,4,2,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1
14,677094,214687,120996,185996,155415,1,6.7,1080,2412,394,120,1,2000,0,73.91,8.23,188.0,5,1,1,0,4,8,3,2,128,6,0,45,0,0,50,0,0,1,2,2.5,4.0,1.12,32.0,0,1,0,0,1,1,21,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
17,1181365,306019,434901,225819,214626,0,6.7,1080,2412,394,120,1,600,1,76.4,8.6,201.2,4,2,1,6,4,8,4,4,128,6,0,45,1,1,50,0,0,2,2,2.5,2.74,0.8,32.0,0,1,0,0,0,2,418,2.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
12,851130,267119,265108,156022,162881,0,6.78,1260,2800,453,120,1,4500,1,74.93,7.58,190.0,8,1,1,4,4,8,3,2,256,4,0,80,0,1,50,0,0,1,2,2.0,2.76,0.64,50.0,1,1,0,0,0,1,52,2.0,4,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
6,362813,118157,70569,79309,94778,2,6.49,1080,2400,405,90,0,450,0,74.7,9.0,190.0,0,1,3,0,8,6,3,2,128,3,1,30,0,0,64,0,0,1,2,2.1,1.72,0.8,16.0,0,1,1,0,1,1,1390,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,0
5,147439,52120,18126,39276,37917,7,6.5,720,1600,270,60,0,450,0,75.8,8.9,205.0,0,1,2,0,12,3,2,2,32,1,1,15,0,0,48,0,0,0,1,2.0,2.0,0.8,8.0,0,0,1,1,1,0,1360,0.0,2,1,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2,122563,44741,17272,31679,28871,2,6.53,720,1600,269,60,0,400,0,77.0,9.0,194.0,0,1,0,0,12,2,3,2,32,1,1,10,0,0,13,0,0,0,1,2.2,3.00395390070922,1.12,5.0,0,0,1,1,0,0,1482,0.0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
9,776461,198469,272136,131615,174241,0,6.55,1080,2400,402,90,0,500,1,72.5,8.0,184.0,0,2,1,4,7,12,3,4,256,6,0,65,0,1,50,0,0,2,2,2.4,2.8,0.8,32.0,0,1,0,0,1,2,1270,3.0,2,1,1,1,1,0,20,1,1,0,0,0,0,0,1,1,0,1
14,773824,252935,183436,155736,181717,1,6.7,1080,2412,394,120,1,2000,0,73.91,8.23,190.0,5,1,1,0,4,8,3,2,128,6,0,80,0,0,50,1,0,1,2,2.5,2.74,0.8,32.0,0,1,0,0,1,1,21,1.0,4,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
14,662355,208243,120794,174635,158683,0,6.7,1080,2412,394,120,0,950,0,74.02,8.75,196.0,5,0,1,0,4,8,3,2,128,6,0,67,0,0,50,1,0,1,2,2.4,4.0,0.8,32.0,0,1,0,0,1,1,234,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,1,0,1,1,1
12,2022964,489247,842051,348929,342737,0,6.78,1260,2800,453,120,1,3000,1,75.19,8.49,206.0,8,2,1,18,4,12,5,4,256,7,0,120,0,1,50,1,0,2,2,2.0,2.8,0.8,32.0,0,1,0,0,1,2,295,2.0,4,2,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1
3,454760,154215,84240,102248,114057,4,6.5,1080,2400,402,120,1,1300,0,74.4,7.6,168.3,4,1,1,0,6,12,3,2,256,4,1,30,0,0,50,0,0,0,2,2.5,3.06,1.0,16.0,0,1,1,1,1,1,356,0.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
4,248602,89924,34025,59171,65482,2,6.59,1080,2340,391,60,0,460,0,77.3,8.8,196.8,0,1,3,1,12,4,3,2,128,1,1,10,0,0,48,0,0,0,2,2.2,3.0,1.0,16.0,0,1,1,1,0,1,1817,,2,1,1,1,0,0,4,1,1,0,0,0,0,0,1,0,0,0
2,241410,87028,34315,62211,57856,2,6.53,1080,2340,395,60,0,400,0,77.3,9.6,198.0,0,1,2,0,11,4,3,2,64,4,1,18,0,1,48,0,0,0,1,2.0,4.0,1.12,8.0,0,0,1,1,0,0,1329,0.0,2,1,1,1,0,0,13,0,1,0,0,0,0,0,1,0,0,0
13,900765,279677,200982,225491,194615,1,6.82,1260,2720,440,120,1,600,1,79.0,8.1,225.0,8,2,1,0,7,16,4,4,512,7,2,88,1,1,48,0,0,2,2,2.4,3.00395390070922,0.9680385288966724,13.0,0,1,0,0,0,2,356,4.0,4,2,1,1,0,1,20,1,1,1,0,0,0,1,0,1,1,1
5,208801,71364,24988,53970,58479,3,6.4,1080,2340,403,60,0,616,0,74.7,7.7,165.0,0,1,3,0,14,3,3,2,32,1,1,15,0,0,16,0,0,0,1,2.0,3.06,1.0,16.0,0,0,1,1,1,1,2001,1.0,2,1,0,1,0,0,10,1,1,0,1,1,0,0,1,1,0,0
2,266334,86964,36173,68045,75152,2,6.79,1080,2460,396,90,0,550,0,76.28,8.17,198.5,3,1,2,0,12,4,3,2,128,1,1,18,0,0,50,0,0,0,1,2.1,2.8,1.14,8.0,0,0,1,1,0,0,448,0.0,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0
14,294782,99824,40210,80648,74100,2,6.6,1080,2412,401,90,0,480,0,75.7,8.4,190.0,0,1,2,0,6,4,3,2,64,3,1,33,0,0,50,0,0,0,1,2.1,3.13,1.0,16.0,0,0,1,0,1,1,964,0.0,2,1,1,1,0,0,20,0,1,0,0,0,0,0,1,0,0,1
9,355209,120734,43372,118022,73081,0,6.67,1080,2400,395,120,1,1200,0,75.8,7.76,187.0,4,1,2,0,6,8,3,2,256,4,1,45,0,1,50,0,0,0,1,2.4,2.74,0.9680385288966724,32.0,0,0,0,0,1,0,52,,2,1,1,0,0,0,20,1,0,0,0,0,0,0,1,0,0,1
2,726818,219624,193800,141399,171995,0,6.67,1080,2340,386,90,0,800,1,74.8,9.0,208.0,0,2,1,4,7,8,4,2,256,5,0,30,1,1,108,0,2,2,2,2.2,3.0,0.9,20.0,0,1,0,0,0,2,1543,3.0,2,1,1,1,1,0,22,1,1,1,1,1,0,0,1,1,0,1
15,2149033,469041,889685,412921,377386,0,6.78,1080,2400,388,165,1,2500,1,76.8,8.9,225.0,8,2,1,12,4,12,5,4,256,7,0,65,1,1,50,1,1,2,2,2.5,3.2,1.0,32.0,0,1,1,0,1,2,234,4.0,2,1,1,1,0,1,18,1,1,0,0,0,0,1,0,1,1,1
14,607696,187903,179237,105750,134806,3,6.43,1080,2400,402,120,0,630,1,73.5,8.7,174.0,0,1,1,0,6,6,3,2,128,4,0,65,0,0,64,0,0,1,2,2.5,2.74,0.8,32.0,0,1,1,0,0,1,1148,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
5,147707,55930,16131,36756,38890,7,6.5,720,1600,270,60,0,400,0,75.9,9.1,188.0,0,1,0,0,12,3,3,2,32,1,1,10,0,0,13,0,0,0,1,2.2,3.00395390070922,0.9680385288966724,5.0,0,0,1,0,0,0,660,0.0,2,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
12,438348,159023,80671,95672,102982,0,6.78,1080,2400,388,120,0,1300,0,74.92,7.49,183.0,4,1,1,0,6,8,3,2,128,4,0,44,0,1,64,0,0,0,1,2.5,3.00395390070922,0.9680385288966724,16.0,0,1,0,0,0,1,82,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
5,1852243,439300,794881,319119,298943,5,6.7,1080,2640,426,120,1,1600,1,71.9,6.9,187.0,8,2,2,12,4,12,4,4,256,7,0,25,1,1,50,0,0,2,2,2.2,3.0,1.22,10.0,1,1,0,0,1,2,52,4.0,4,2,1,1,0,0,20,1,1,1,1,1,0,1,0,1,0,1
1,1183110,311982,442023,200125,228980,1,8.0,2076,2152,373,120,1,2700,1,150.2,5.1,257.0,0,2,2,0,4,16,5,4,256,7,0,45,1,0,48,1,0,2,2,2.2,3.94,1.22,10.0,1,1,0,0,1,2,-10,6.0,4,2,1,1,1,1,20,1,1,0,0,0,0,1,0,1,0,1
5,429652,156675,64016,85016,123935,7,6.6,1080,2408,400,90,0,450,0,77.2,9.4,206.0,0,1,2,0,5,4,3,2,64,4,1,15,0,0,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,13.0,0,1,1,1,1,0,540,0.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,0
5,796383,241998,215392,158716,180277,5,6.8,1440,3088,500,120,1,830,1,77.9,8.9,228.0,8,2,1,4,4,8,4,4,128,6,0,45,1,1,108,0,1,2,2,2.2,2.82,0.7,40.0,1,1,0,0,1,2,905,4.0,4,2,1,1,1,1,20,1,1,1,1,1,0,1,0,1,0,1
3,471522,155892,78906,106020,130704,2,6.5,1080,2400,405,120,1,560,0,73.82,8.89,177.0,2,1,2,0,6,8,3,2,128,4,1,33,0,1,50,0,0,0,2,2.4,3.00395390070922,1.0,16.0,1,1,1,1,1,1,356,0.0,2,1,1,1,1,0,18,1,1,0,0,0,0,0,1,0,0,1
3,1222503,337426,454632,204433,226012,1,6.7,1080,2400,393,144,0,600,1,75.95,8.79,196.0,2,1,2,6,4,8,4,4,128,6,0,68,1,1,50,0,1,2,2,2.2,2.8,0.6,60.0,0,1,0,0,1,2,905,3.0,4,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
2,393210,127203,62717,96540,106750,2,6.74,720,1600,260,90,0,600,0,78.0,8.09,195.0,0,1,2,2,6,4,3,2,128,4,1,18,0,0,50,0,0,0,1,1.8,3.00395390070922,0.9680385288966724,5.0,0,1,1,1,0,0,265,0.0,2,1,1,1,0,0,20,0,1,0,0,0,0,0,1,0,0,0
9,655055,191233,186866,126782,150174,0,6.4,1080,2400,411,90,0,600,0,73.4,7.7,179.0,0,1,1,0,6,8,3,2,128,6,0,80,0,1,50,0,0,1,2,2.4,2.74,0.8,32.0,0,1,0,0,1,2,813,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,0,0,1
2,1569435,377961,603214,309072,279188,0,6.67,1440,3200,526,120,1,4000,1,74.95,8.21,209.0,0,2,1,8,4,12,5,4,256,7,0,120,0,0,50,0,1,2,2,2.4,3.06,1.0,16.0,0,1,0,0,1,2,113,1.0,2,2,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
0,268666,80372,23332,101820,63142,2,6.56,720,1612,269,90,0,480,0,75.6,8.3,190.0,0,1,2,1,12,4,3,2,128,4,1,18,0,1,50,0,0,0,1,2.2,3.00395390070922,0.9680385288966724,32.0,0,0,1,1,0,0,265,0.0,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0
2,1524921,389140,596405,297015,242361,0,6.73,1440,3200,522,120,1,1300,1,74.64,9.06,227.0,8,2,1,8,4,12,5,4,256,7,0,90,1,1,50,0,1,2,2,2.0,3.14,0.7,32.0,0,1,0,0,1,2,509,5.0,2,2,1,1,1,1,20,1,1,1,0,0,0,1,0,1,1,1
8,2290773,516397,904492,457734,412150,0,6.8,1116,2480,400,120,0,1600,1,76.4,8.9,229.0,0,2,1,12,4,16,5,4,256,7,0,165,0,0,50,0,2,2,2,2.0,3.06,1.12,16.0,0,1,1,0,1,2,295,3.0,2,2,1,1,0,0,20,1,1,0,0,0,1,0,0,1,1,1
12,2056289,489327,847545,392007,327410,0,6.78,1260,2800,453,120,1,3000,1,75.78,7.8,203.0,9,2,1,18,4,12,5,4,256,7,0,100,0,1,50,1,0,2,2,2.0,2.8,0.8,32.0,0,1,0,0,1,2,113,,4,2,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1
2,154633,55294,11263,42966,45110,6,6.53,720,1600,269,60,0,400,0,77.0,9.0,194.0,0,1,3,0,12,2,3,2,32,1,1,10,0,0,13,0,0,0,1,2.2,3.00395390070922,1.0,5.0,0,0,1,1,0,0,905,0.0,2,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
1,422755,126747,100925,86765,108318,1,6.2,1080,2340,413,60,0,700,1,74.0,8.2,168.0,0,1,3,0,7,6,3,2,128,3,0,18,0,0,12,0,0,2,2,2.0,4.0,1.12,8.0,1,1,1,0,1,1,1390,1.0,2,1,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,0
9,453163,112688,107979,106261,126235,1,6.7,1080,2412,394,120,0,800,1,74.3,7.99,182.0,0,1,1,0,6,8,3,2,128,4,1,67,0,1,50,1,0,2,2,2.4,2.74,0.8,32.0,0,1,0,0,0,1,234,1.0,4,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
5,146527,55975,15438,50884,24230,6,5.7,720,1520,301,60,0,430,0,70.9,8.3,149.0,0,1,0,0,12,2,1,1,16,1,1,47,0,0,13,0,0,0,1,2.0,5.0,1.12,5.0,0,0,1,1,1,0,1664,0.0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
5,135122,48967,14577,43997,27581,2,6.5,720,1560,259,60,0,400,0,77.5,8.0,183.0,0,1,3,0,14,3,3,1,32,1,1,15,0,0,13,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,1,1,1787,0.0,1,1,1,1,0,0,4,1,1,0,0,0,0,0,1,0,0,0
5,867043,245408,270079,161725,189831,5,7.6,1768,2208,374,120,1,500,1,128.1,6.4,271.0,0,2,2,4,5,12,4,4,256,6,0,25,1,1,12,0,0,2,2,2.2,3.2,1.22,10.0,1,1,0,0,1,2,1117,6.0,4,2,1,1,1,1,20,1,1,1,1,1,0,0,1,1,0,1
5,579837,207203,138493,95482,138659,3,6.7,1080,2400,393,120,0,500,1,76.1,7.6,181.0,7,1,1,0,6,6,3,2,128,4,1,25,0,0,108,0,0,1,2,2.2,2.8,0.8,32.0,0,1,0,0,1,1,874,1.0,4,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
3,176485,61618,18522,46027,50318,6,6.5,720,1600,270,90,0,450,0,76.54,9.36,203.0,2,1,2,0,12,4,3,2,64,1,1,10,0,0,50,0,0,0,1,2.0,2.76,1.12,8.0,0,0,1,1,0,1,933,0.0,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,0,0,0
3,1143555,322034,366600,210728,244193,0,6.9,1080,2640,413,165,1,500,1,73.95,6.99,188.5,2,2,2,6,4,8,4,4,256,6,0,30,1,0,12,0,0,2,2,2.4,3.0,0.7,32.0,1,1,0,0,1,2,448,4.0,4,1,1,1,1,0,20,1,1,1,0,0,0,0,1,1,1,1
4,394850,135356,69876,96988,92630,6,6.5,720,1600,270,90,0,450,0,75.13,8.68,194.0,0,1,2,0,8,4,3,2,128,3,1,22,0,0,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,1,1,0,0,0,540,0.0,2,1,1,1,0,0,18,0,1,0,0,0,0,0,1,0,0,0
5,162430,60921,16172,44078,41259,7,6.5,720,1600,270,90,0,400,0,76.7,9.1,195.0,0,1,2,0,8,3,3,2,32,1,1,15,0,0,50,0,0,0,1,2.2,3.00395390070922,0.9680385288966724,5.0,0,0,1,1,1,0,721,0.0,2,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
2,432860,137944,65959,112970,115987,0,6.67,1080,2400,394,120,0,1300,0,74.95,7.98,179.0,4,1,1,0,6,8,3,2,256,4,1,67,0,0,64,0,0,0,2,2.6,3.06,1.0,16.0,0,0,1,1,1,1,234,0.0,2,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
14,380482,122880,76972,82260,98370,3,6.4,1080,2400,409,60,0,430,1,73.9,8.1,176.0,0,1,1,0,8,6,3,2,128,3,1,50,0,0,108,0,0,1,2,2.5,3.0,1.0,16.0,0,0,1,0,1,1,1270,1.0,2,1,1,1,1,0,15,1,1,0,0,0,0,0,1,1,1,0
3,261535,85300,38887,63200,74149,2,6.5,720,1600,270,90,0,400,0,74.66,8.19,183.45,1,1,2,0,12,4,3,2,64,1,1,10,0,0,50,0,0,0,1,2.0,4.0,1.12,8.0,0,0,1,1,1,0,599,0.0,1,1,1,1,0,0,7,1,0,0,0,0,0,0,1,0,0,0
3,274561,74416,26729,101944,71472,2,6.5,1080,2400,405,60,0,400,0,73.82,7.99,177.0,2,1,2,0,12,4,3,2,128,4,1,15,0,0,50,0,0,0,1,2.0,4.0,1.12,8.0,0,0,1,1,1,0,387,0.0,2,1,1,1,0,0,7,1,1,0,0,0,0,0,1,0,0,0
2,240697,88615,35342,63561,53179,2,6.53,1080,2340,395,60,0,440,0,77.3,9.6,198.0,0,1,2,0,11,4,3,2,64,3,1,18,0,1,48,0,0,0,1,2.1,4.0,1.12,8.0,0,0,1,1,0,0,1360,0.0,2,1,1,1,0,0,12,0,1,0,0,0,0,0,1,0,0,0
4,1307216,358602,494153,221955,232506,1,6.78,1224,2700,437,120,0,1600,1,74.9,8.1,192.0,0,2,1,6,4,12,4,4,256,6,0,90,0,1,200,1,0,2,2,2.4,1.4,1.12,50.0,0,1,0,0,0,2,448,1.0,4,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
5,788690,227108,239255,147100,175227,5,6.7,1080,2640,426,120,1,850,1,72.2,6.9,183.0,0,2,2,4,5,8,4,2,128,6,0,25,1,1,12,0,0,2,2,2.4,3.2,1.22,10.0,1,1,0,0,1,2,1117,3.0,4,2,1,1,1,0,20,1,1,1,1,1,0,0,1,1,0,1
2,843942,245778,289930,133352,174882,0,6.67,1080,2400,395,120,0,500,1,75.95,7.7,195.0,3,1,2,4,7,6,4,4,128,6,0,67,0,0,64,0,0,2,2,2.45,2.0,0.8,20.0,0,1,0,0,1,2,813,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,0,1
2,667696,241677,167935,112520,145564,0,6.55,1080,2400,402,120,0,500,1,72.7,7.23,171.0,3,1,1,0,4,8,3,2,128,4,0,67,0,0,50,0,0,1,2,2.4,2.74,0.8,32.0,1,1,0,0,1,1,540,1.0,2,2,1,1,0,0,18,1,1,0,0,0,0,1,0,1,1,1
5,245083,82817,42396,52687,67183,7,6.7,720,1600,262,60,0,450,0,78.2,8.8,195.0,0,1,0,0,12,6,3,2,128,1,1,25,0,0,50,0,0,0,2,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,0,1,0,326,0.0,2,1,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0
8,1575346,388348,605136,293516,288343,0,6.8,1116,2480,400,120,0,1500,1,76.3,8.3,228.0,0,0,1,8,4,8,5,4,256,7,0,80,0,0,64,1,2,2,2,2.0,2.8,0.7,16.0,0,1,0,0,1,2,540,2.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
2,307293,104304,40074,85588,77327,0,6.43,1080,2400,409,90,0,700,0,73.87,8.09,179.0,3,1,2,0,6,4,3,2,64,4,1,33,0,0,50,0,0,0,1,2.4,2.8,1.75,13.0,0,0,1,1,1,1,964,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1
6,445821,138261,110572,87427,109561,0,6.43,1080,2400,409,60,0,450,0,73.2,7.5,173.0,0,1,1,0,6,6,3,2,128,3,1,33,0,0,64,0,0,0,1,2.4,3.00395390070922,0.9680385288966724,16.0,0,1,1,0,1,1,874,0.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
4,305561,99437,39627,92973,73524,2,6.7,1080,2388,391,90,0,500,0,74.7,7.45,177.0,0,1,2,0,6,6,3,2,128,3,0,22,0,0,64,0,0,0,1,2.5,3.00395390070922,0.9680385288966724,16.0,0,0,1,0,1,1,905,0.0,2,1,1,1,0,0,20,0,1,0,0,0,0,0,1,0,0,1
